restaurant_code,rating,feeling,commentText,customerId
0lm8ve,10,HAPPY,واقعا هوای خنک امروز چایی داغ داغ رسوندن معرکه بود,7275074
0lm8ve,10,HAPPY,غذا با کیفیت بود ولی سس همراه غذا نقرستادند,11506956
0lm8ve,8,HAPPY,نون بربری نبود سنگک بود سبزی ام نداشت هرچی دارن میزارن اون چیزی نوشته رو تحویل نمیدن,1961350
0lm8ve,2,SAD,"خیلی طول کشید
همبرگرم نپخته بود بوی گوسفند میداد",8516861
0lm8ve,4,SAD,"سلام وخسته نباشید
همیشه ازکافه شماسفارش میدادم وراضی بودم اما تاالان ازشماپاستا نگرفته بودم که این بارخاستیم تست کنیم اما متاسفانه بدون ذره ای مرغ بود.برای من واقعا عجیب بودپاستاچیکن اسمش روشه دیگه چجوری میشه مرغ نداشته باشه اصلا!اباتوجه به قیمت بسیار ناامیدکننده بود",9841683
0lm8ve,8,HAPPY,تخم مرغ در روغن مونده نیم رو شده بود و به شدت برشته و نزدیک به سوختن بود,9650517
0lm8ve,2,SAD,در توضیحات ۳۰۰ میلی لیتر قید شده بود سفارش اما حجم کمتری داشت. من مشتری ثابتتون بودم قبلا خیلی بهتر بود,7668750
0lm8ve,8,HAPPY,حجم خوده املت کم بود و دورچین تقریبا نامرتبط به املت بود,3629062
0lm8ve,2,SAD,من شیک اوریو سفارش دادم،ولی شیک قهوه برام اوردن مثل اینکه،اصلا طعم اوریو حس نمیشد،پاستا هم طعم افتضاحی داشت,6159300
0lm8ve,10,HAPPY,من عاشق نوشیدنی هاتونم,12389275
0lm8ve,10,HAPPY,بسته بندی بسیار عالی,12399411
0lm8ve,4,SAD,حجم و کیفیت غذا نسبت به قیمت خیلی بد بود،، بیشتر انتظار از شما داشتم، دفعه اخریه که از شما میخرم,7923019
0lm8ve,10,HAPPY,مثل همیشه عااالی,3489337
0lm8ve,10,HAPPY,عالی بود,194882
0lm8ve,10,HAPPY,سلام و خسته نباشید ،من پاستا سفارش دادم ،بسیار عالی و خوشمزه بود ،خیلی متشکر و ممنونم,9084598
0lm8ve,10,HAPPY,واقعا تازه و خوش مزه و حتی گرم بود,4226799
0lm8ve,10,HAPPY,عالی,4578187
0lm8ve,10,HAPPY,مثل همیشه عالی و به موقع,9645462
0lm8ve,10,HAPPY,خیلی عالی بود من راضی بودم,4246484
0lm8ve,10,HAPPY,عالی بود.به خصوص نوشیدنی کلدفایر,2758315
0lm8ve,10,HAPPY,"تقریبا یکی، دو ماهی می‌شه که من از این مجموعه سفارش ثبت می‌کنم. به نظر من از مزایای این مجموعه اینه که تنوع منو خیلی بالاست، کیفیت و طعم سفارشات بسیار خوبه و حجم سفارشات هم نسبت به قیمت واقعا مناسبه.
ضمن این که تیرامیسوشون واقعا عالیه (همیشه توی تمام سفارشاتم، تیرامیسو یکی از آیتم‌های اصلیه!) و نوشیدنی‌های بر پایه قهوه‌شون هم معمولا شیرین نیستن که من واقعا دوست دارم اما ممکنه از نظر همه خوب نباشه :)
تنها انتقادی که در حال حاضر به مجموعه دارم، یکسان نبودن حجم سفارشاته؛ چون گاهی مثلا پیش میاد که حجم تیرامیسوهای ارسالی توی یک سفارش، تفاوت زیادی با هم دارن و به نظرم خیلی بهتر می‌شه اگه حجم‌ها مشابه‌تر باشن.
امیدوارم کیفیت و طعم کارشون رو در همین حد نگه دارن و همیشه بدرخشن.",4846409
0lm8ve,10,HAPPY,باسلام، بسیار کروسان خوشمزه و تازه‌ای بود و صبحونه‌ی بسیار مقوی‌ای هست، از لحاظ حجم و بسته‌بندی هم خوب بود. فقط محصولات رو با باکس پکیجینگ ارسال کنید شکیل‌تره,1572707
0lm8ve,10,HAPPY,واقعا تجربه ی یک هات چاکلت و کیک شکلاتی فوق العاده ۵ ستاره در منزل با بسته بندی زیبا و بهداشتی ؛ پیک عالی ، اسنپ عالی,6000478
0lm8ve,10,HAPPY,خب یک ۱۰ ستاره از طرف من دارید ؛ واقعا عالی بود ، نوشیدنی رز آلوئه ورا مثل همیشه گوارا و عالی ؛ اسموتی انبه هم واقعا خوشمزه و واقعا طبیعی و خنک و خوش طعم بود ؛ این محصولات با کیفیت عالی و با قیمت عالی باعث آبرو و افتخاره که سفارش بدیم. بسته بندی خیلی عالی و زیبا. ,6000478
0lm8ve,10,HAPPY,فوق العاده عالی و خوشمزه بود‌ بسته بندی عالی. خیلی ممنون ازتون,8034426
0lm8ve,4,SAD,هات داگ و نونش افتضاح ؛ کرواسان خوب اما سرد سرد ؛ نوشیدنی عالی,5480609
0lm8ve,10,HAPPY,"سلام وخسته نباشید 
من ازاین به بعد مشتری ثابت شماخواهم بود
چون همه چی عاااااالی بود(ازبسته بندی گرفته تا طعم ومزه) واقعا متشکرم ",9841683
0lm8ve,10,HAPPY,عالی,5242514
0lm8ve,10,HAPPY,عالی بود همه چی,7773231
0lm8ve,10,HAPPY,عاالی,6000478
0lm8ve,6,HAPPY,انقدر کیک با فشار بسته بندی شده بود که له شده بود متاسفانه,8661244
0lm8ve,10,HAPPY,مثل همیشه عالی,12292637
0lm8ve,10,HAPPY,"مثل همیشه عالی بود


اما سیب زمینی تنوری کانلا خام بود فقط ۴ تاش پخته شده بودن",7773231
0lm8ve,10,HAPPY,عالی,7275074
0lm8ve,10,HAPPY,خیلی عالی ,6000478
0lm8ve,10,HAPPY,بسیار خوب ، مثل همیشه عالی,6000478
0lm8ve,10,HAPPY,هم خیلی سریع اماده میکنن سفارش رو هم واقعا غذاهاشون متنوع و خوشمزه‌ست,2881972
0lm8ve,10,HAPPY,عالییی بود ممنونم,3645402
0lm8ve,10,HAPPY,عالیی,6000478
0lm8ve,6,HAPPY,کروسانی که تحویل گرفتم تازه نبود نونش و خیلی سرد بود,8108633
0lm8ve,4,SAD,. املت بسیار چرب بود حتی یک تیکه نان هم نزاشته بودن.. ,1545067
0lm8ve,10,HAPPY,بسته بندی محکم و عالی.داغ داغ رسید.برخلاف همه جا قاشق چنگال کارد و نی تو بسته بندی بود.خیلی هم سریع رسید مثل دفعه قبل.کیفیت هم خوب بود.ممنون,7275074
0lm8ve,10,HAPPY,خیلی عالی بود ,8262904
0lm8ve,10,HAPPY,سلام. عالی عالی عالی .بسته بندی گوگولی داشتین و قهوه ها داغ داغ به دستم رسید و همه چیز تازه بود فقط یک پیشنهاد دارم اونم اینه تو جزئیاتی که برای کیک و دسر نوشتین دقت کنین که وقتی منی که نمی دونم گرانولا چیه سفارش ندم چون توش ماست داره. حتما از اینجا خرید می کنم و چون نزدیک خونمه حتما حضوری هم میرم ,8578300
0lm8ve,6,HAPPY,سیب زمینی خوب بود ولی بوی پنیر گودا یکم بد بود در حدی که قسمت های پنیری رو نشد بخورم.هرچند با یه بار شما مشتریتونو از دست نمی‌دید.من بازم ازتون سفارش میدم.,7275074
