restaurant_code,rating,feeling,commentText,customerId
3dmy1g,6,HAPPY,غذا سرد بود,229535
3dmy1g,4,SAD,بسیار چرب و شور بود,4338229
3dmy1g,10,HAPPY,هزینه مالیات بیخوده و زیاد، هم قیمت پیتزارو بردین بالا مالیاتم میگیرین جدا,835602
3dmy1g,8,HAPPY,ماشروم برگرها قارچ نداشتند,1974907
3dmy1g,4,SAD,پیتزا کامل سرد و بهم ریخته بود. متاسفانه بار دومه که سفارش سرد تحویل میگیرم. تجربه شد دیگه از اینجا خرید نکنم. تماس گرفتن عذرخواهی کردن ولی چه فایده!,180268
3dmy1g,6,HAPPY,سلام باتوجه به اینکه تو قسمت سفارش توضیحات درمورد سفارش داره من نوشتم لطفا استرامبولی ژامبون پنیری بدون قارچ باشه اما شما با قارچ فرستادید و توجه نکردید امتیاز هم ندادم بخاطر کیفیت نیست بخاطر بی توجهی به توضیحات هست ,8384215
3dmy1g,4,SAD,واقعا بر عکس بقیه محصولات، متاسفانه پیتزا سبزیجات خیلی بی کیفیت و بد مزه بود,310931
3dmy1g,10,HAPPY,داغ عالی,190623
3dmy1g,8,HAPPY,کمی بی مزه بود ادویه جات بیشتری لازم داشت,10071976
3dmy1g,8,HAPPY,سیب زمینی سرد بود و تازه نبود.,801738
3dmy1g,10,HAPPY,عاااالی بود.خوشمزه و سالم .فقط اگر ارزونتر بود عااالی میشد دیگ,6645416
3dmy1g,10,HAPPY,واقعا کیفیت غذا عالی بود مثل همیشه,580020
3dmy1g,10,HAPPY,عالی و با کیفیت,1348641
3dmy1g,6,HAPPY,کل پیتزا به کارتون و کاغذ زیر چسبیده بود و بهد از جدایی کاملا پیتزا درهم پیچید مواد پیتزاهم از نون جدا بود و هنگام خوردن همش میریخت,10236714
3dmy1g,2,SAD,متأسفانه از برند شیلا انتظار چنین پیتزای افتضاحی رو نداشتم ، به هیچ وجه از کیفیت و محتویات پیتزا راضی نبودم,191401
3dmy1g,6,HAPPY,هم پیتزا هم استرامبولی خمیر شده بود. حجم مواد هم به نسبت قیمت کم بود. نون بود بیشترش,8855069
3dmy1g,6,HAPPY,نسبت به قیمت ارزش ندارد . ساندویچ کوچک که یک نفر را هم سیر نمی کند . کیفیت مناسب بود,9444786
3dmy1g,2,SAD,سفارش من کاملا سرد و بی کیفیت بود خیلی ناراضی هستم,9139184
3dmy1g,10,HAPPY,عالی مثل همیشه  شما بهترین هستین,5010264
3dmy1g,2,SAD,غذا بسیاز بی کیفیت و مونده بود,3953743
3dmy1g,6,HAPPY,بوی خوبی نداشت غذا و چربی زیاد.,3461237
3dmy1g,4,SAD,سیب زمینی مونده بود. استرامبولی هم نسبت به قبل خیلی مواد کمتری توش بود و اصلا هم برشته تشده بود.,328054
3dmy1g,8,HAPPY,"ماشروم برگر به واقع هیچ مزه ای نداشت . حتی نمک . میزان قارچ هم بسیار کم بود و با توجه به اینکه داخل این همبرگر بجز قارچ هیچ چیز دیگه ای نیست کلا وقتی قارچ هم کم میریزید انگار نون و گوشت داریم میخوریم . 
دو برگر دیگر از لحاظ مزه خوب بود فقط داخل گوشت کامل پخته نشده بود",4483177
3dmy1g,6,HAPPY,حجم بسیار کم ,5268013
3dmy1g,6,HAPPY,"سیب زمینی کاااااملا خمیر شده بود و با مقوای ظرفش یکی شده بود بطوریکه نصفشو ریختم رفت چون نمیشد مقوا رو ازش جدا کرد! سوخته و بی کیفیت.
سالاد سزار هم خیلی معمولیه",5475630
3dmy1g,4,SAD,اولین باره از این رستوران ناراضیم، بودن تند بود و بیشتر از یک برش نتونستم بخورم، درحقیقت پولم رو دور ریختم,322094
3dmy1g,2,SAD,متاسفانه این سری کیفیت غذا بسیار بد بود ,8970465
3dmy1g,4,SAD,تحویل سفارش سریع و خوب بود.ولی پیتزا کاااملا به کاغذ زیر و جعبه چسبیده بود و به سختی جدا میشد.پیتزا خیلیییییی تند بدون هیچگونه شوید...خیلی کیفیت پایین! سالاد هم دو تا تکه خیلی بزرگ از وسط کاهو داخلش بود که به سختی میشد خورد .ایندفعه خیلی بد بود سفارشم,5475630
3dmy1g,10,HAPPY,استرامبولی خیلی خوشمزه بود,3678244
3dmy1g,4,SAD,"برعکس همیشه اصلاً جالب نبود.
پیتزا واقعا جالب نبود. کیفیتش پایین بود.
استرامبولی های مرغ به مراتب بهتر از استامبولی دونر هستند.
سس‌‌ هم نذاشته بودند.",234811
3dmy1g,2,SAD,در کنار افزایش دایمی هزینه از حجم غذا هم کم میکنید پیتزای ۳۰ سانتی که قطرش کم شده ۲۴ سانت و هم پنیر روش کم شده فیله سوخاری هم خورده فیله بود حتی جعبش هم کوچک شده و نان هم نداشت دیگه ازتون خرید نمیکنم,7256176
3dmy1g,4,SAD,حدود صد تومن پول کاهو دادم !!اونم پلاسیده و کم!!,2161780
3dmy1g,2,SAD,برگر خام خام بود,342614
3dmy1g,8,HAPPY,یکم فیله ها زیادی برشته شده بود اون یکی هم پنیر پیتزاش خیلی زیاد بود و کم مزه،رویهم خوب بود ولی ازشیلا بیش ازین انتظار میره در ضمن خواهشا غذاهارو‌مستقیم داخل جعبه نریزین یه کاغذ روغنی لااقل توش بذارین،درست نیست واقعا کل جعبه خیس میشه مواد جعبه عم معلوم نیس چیه,3205984
3dmy1g,2,SAD,افتضااااح بود همه چیز,304856
3dmy1g,2,SAD,فکر میکردم اگه خودتونم بخواین، باز نمیتونین کیفیت رو اینقدر پایین بیارین. اشتباه فکر میکردم.,804100
3dmy1g,10,HAPPY,"کیفیت و طعم غذا عالی بود 
شیلا امتحان خودشو خیلی وقته پس داده",4733910
3dmy1g,2,SAD,سس نزاشته بودید خالی خوردم =((,488069
3dmy1g,8,HAPPY,برعکس دفعات قبل خمیر پیتزا ضخیم و پنیر خیلی زیاد و سنگین بود.,3643990
3dmy1g,8,HAPPY,حجمش خیلی کم شده نسبت به قبل ,3580671
3dmy1g,2,SAD,غذاها شور بودند خیلی بخصوص ساندویچ هات داگ ، پیتزا هم این سری طعم پیاز غالب شده بودش روی طعم .,5248329
