restaurant_code,rating,feeling,commentText,customerId
poyvm8,6,HAPPY,حلیم و آش شله قلمکار هر دو کیفیت پایین داشت و مونده از قبل بود,474790
poyvm8,10,HAPPY,ممنونم,4900981
poyvm8,10,HAPPY,خوشمزه بود خوشم اومد.ممنون.ظرفشم مناسب بود,3040179
poyvm8,8,HAPPY,آش رشته خوب ولی سوپ جو بسیار شور بود,1363291
poyvm8,10,HAPPY,هم به موقع هم لذيذ عالي,5705381
poyvm8,8,HAPPY,"خوشمزه بود. به نظرم بیشتر شبیه عدسی با گوشت فراوان بود.فقط پیاز داغ داشت و یک تیکه نان بربری کوچک. وزن کردم دقیقا ۱ کیلو بود. ظرف گیاهی مخصوص غذاهای داغ داشت. 
راضی بودم خوشمزه بود انصافا",6372614
poyvm8,2,SAD,هیچ احترامی به ثبت نظر برای ارسال سفارش نزاشتن سفارش با تاخیر بسیار طولانی بدستم رسید صبح سفارش دادم بعدظهر اومد برام.,2731159
poyvm8,10,HAPPY,عالی,5416715
poyvm8,4,SAD,برای چی باید امتیاز این رستوران بالای ۴ باشه ، افتضاح بود ، عدسی ته گرفته و مزه سوختگی میداد، آش رشته هیچ ربطی به آش رشته نداشت,3360724
poyvm8,8,HAPPY,املت مقداری چرب بود، حلیم به نسبت خوب بود، در مجموع راضی بودم,130974
poyvm8,2,SAD,"بعد از گذشت کلی وقت سفارش اشتباه فرستاد، و بعد از کلی پیگیری دو کیلو آش فرستادید که  کاملا با دفعه های قبلی فرق می‌کرد و آب و رشته هاش جدا بودن از هم

خودتون رو خراب نکنین این قدر زود ",7118656
poyvm8,10,HAPPY,هم آش خوب بود هم سوپ,151004
poyvm8,10,HAPPY,همه چیز خوبه ولی نمیدونم چرا پیک ها با اینکه ادرس نزدیکه پلاک و زنگ رو دقت نمیکنند.,4683656
poyvm8,8,HAPPY,حلیم خیلی معمولی و زیاد جالب نبود گوشتم خیلی کم داشت اما آش شله عالی بود,4516229
poyvm8,10,HAPPY,ممنون,4900981
poyvm8,10,HAPPY,خوشمزه و داغ ممنونم,4900981
poyvm8,2,SAD,"خوش مزه نبود 
از خریدم پشیمان هستم",7417090
poyvm8,8,HAPPY,این آش عباسعلی همیشگی نبود....,152471
poyvm8,10,HAPPY,آش عالی و بسیار خوشمزه بود حلیم هم خوب بود ولی تکه‌های نان خیلییی کوچک بود، در کل خیلی خوب بود ممنونم,1143027
poyvm8,10,HAPPY,تفاوت آش کرمانشاهی و شله قلم را متوجه نشدم، خیلی شبیه بودند.,193075
poyvm8,2,SAD,همش ارد بود,4739183
poyvm8,10,HAPPY,کیفیت مطلوب,1272105
poyvm8,10,HAPPY,این بار کیفیت سوپ جو بسیار عالی بود مخصوصا که ذرت هم نداشت و پر ملاط هم بود انشالله که همین کیفیت حفظ بشه تشکر,6275490
poyvm8,8,HAPPY,با توجه به نزدیک شدن به اذان مغرب و روزه داشتن غذا فاقد نان سنگک تبلیغ شده بود و مجبور شدم آش و حلیم را بدون نان میل کنم,5733868
poyvm8,8,HAPPY,نسبت به جاهای خوبی که گرفته بودم، زیاد خوب نبود ولی مهم اینجابودکه چرا روش آب بود؟,3514015
poyvm8,4,SAD,نان بیات و خشکیده بود متاسفانه حالا کاری نداریم که در منو نوشتند نان سنگک ولی همیشه بربری میذارن حداقل تازه باشه,6275490
poyvm8,2,SAD,اصلا خوب نبود ۱ گرمم که گوشت نداشت مزه اش هم کاملا معمولی بود,3166456
poyvm8,8,HAPPY,"متاسفانه به توضیحات توجهی نمیکنه گفتم که شکر روی حلیم نریزند که ریخته بودند
",10040438
poyvm8,10,HAPPY,حلیم کمی ابکی بود,12770086
poyvm8,2,SAD,برام آش رشته فرستادین اشتباهی,158461
poyvm8,8,HAPPY,"اش رشته بدون سبزی ...نوع جدید اش رشته
:)",7799681
poyvm8,6,HAPPY,خوشمزه نبود,6385255
poyvm8,2,SAD,"آش کشک به شدت آبکی بود و اصلا قوام نداشت، پیاز داغ هم نداشت.
واقعا راضی نبودم اینبار، اصلا خوب نبود!!!",3754106
poyvm8,4,SAD,املت خیلی پیاز داشت و مزش غالب شده بود,10411023
poyvm8,6,HAPPY,آش یه مزه عجیبی میداد,375258
poyvm8,4,SAD,حلیم افتضاح بود کاملا مشخص بود از روز قبل اضافه مونده امروز داخلش تا میشد آب بسته بودن کاملا آبکی و شل,780508
poyvm8,4,SAD,اش رشته به شدت بي نمك و جا نيوفتاده بود,6043100
poyvm8,8,HAPPY,خوشمزست ولی دریغ از یه ریزه گوشت مگه بیست گرم گوشت تو  یک کیلو‌چقدر پولشه که نمیریزید ؟,7684205
poyvm8,6,HAPPY,آش خیلی له شده بود متاسفانه دفعه قبل عالی بود ولی کشک بادمجون عالی,913655
poyvm8,8,HAPPY,معمولی و آش شله قلم کار شور بود,800378
poyvm8,2,SAD,متاسفانه این بار کیفیت سوپ به شدت پایین اومده بود طوری که آب زیاد بود و پر از نخود فرنگی. نمی دونم چرا کار خودشون رو خراب می کنند مگه همون کیفیت قبل چه ایرادی داشت و اینکه چرا نخود فرنگی میریزید توی سوپ  خلاصه به شدت کیفیت اومده پایین,6275490
poyvm8,10,HAPPY,لطفا ظروف پلاستیکی را با گیاهی عوض کنید,1363291
poyvm8,6,HAPPY,حلیم خوب بود ولی عدسی خیلی بد بود...ارسال نون هم بسته بندی خوبی نداشت..,4057849
poyvm8,6,HAPPY,آش رشته اصلا قوام نداشت.,3754106
poyvm8,6,HAPPY,درخواست کرده بودم شکر نداشته باشه ولی حلیم شیرین شده بود.از طرفی هم هیچ بافت گوشتی دیده نمیشد,2590462
poyvm8,8,HAPPY,روغن زیاد,5250266
poyvm8,4,SAD,نون نداشتن و پولش رو هم پس ندادن، ولی مشکل من اینه که میتونستن با تماس گرفتن از بنده دلجویی کنن و خبر بدن، وگرنه پول مهم نبود,3737588
poyvm8,8,HAPPY,آبکی بود مزه هم معمولی,1794162
poyvm8,10,HAPPY,آش کرمانشاهی خیلی بینظریه اصلا همچین آش خوشمزه ای هیج جا پیدا نمی شه   واقعا ممنون  ,462917
poyvm8,6,HAPPY,قرار بود ظرف گیاهی باشد,127903
poyvm8,6,HAPPY,طعم کوفته جالب نبود,1641635
poyvm8,4,SAD,سبزی های تو کوفته اصلا خوب نبود اکثرا با ساقه بزرگ تو غذا دیده میشد که همین امر باعث تغییر طعم غذا هم شده بود,5997010
poyvm8,8,HAPPY,می توانند  حلیم خیلی با کیفیت تری ارایه بدهند,3596539
poyvm8,2,SAD,افتضاح بود رشته ها نپخته اصن آب آش یه ور لوبیاش یه ور,2009089
poyvm8,8,HAPPY,کیفیت حلیم خوب بود خوشمزه بود دارچین و کنجد و کمی روغن روش ریخته بودن ،فقط چرا شکر نریخته بودن و حتی داخل گزینه های اضافه هم شکر موجود نبود ،حلیم بجای اینکه شیرین باشه شور بود ،میدونم موقع طبخ نمک باید زده بشه ولی چرا موقع سرو شکر نزدین!!!!!,11949075
poyvm8,4,SAD,یه وجب روش روغن داشت همه چی هم (نون و قاشق) روغنی شده بود. ,224426
poyvm8,8,HAPPY,کاش حلیم شیرین نبود,322302
poyvm8,4,SAD,اصلا‌ خوشمزه نبود,154756
poyvm8,8,HAPPY,با توجه به اینکه هزینه بسته بندی جدا حساب میشود،  از بسته بندی بهتری استفاده کنید.  حلیم خوب بود ولی بسته بندی ضعیف ,7431883
poyvm8,2,SAD,کیفیت مطلوبی نداشت  سبزی آش خیلی کم بود و رنگ آش کدر بود,8633340
poyvm8,4,SAD,کشک اضافه که بابتش پول هم گرفتن و نان اضافه رو نفرستاده بودن. اش هم سرد بود,12813371
poyvm8,6,HAPPY,خیلی آش سفت بود و اصلا تازه به نظر نمی رسید,1008519
poyvm8,6,HAPPY,آشش خوب بود ولی حلیمش اصلا,6705101
poyvm8,2,SAD,اش دارای دنبه,5217952
poyvm8,10,HAPPY,عالی,1659513
poyvm8,10,HAPPY,کشک بادمجان و حلیم هر دو خوب بود,1363291
poyvm8,8,HAPPY,آش کرمانشاهی که خیلی دوست دارم اینبار تهش به تلخی می زد,462917
poyvm8,8,HAPPY,بهتره بجای ظروف پلاستیکی، از ظرف گیاهی استفاده کنن,1363291
poyvm8,10,HAPPY,خوبی چوبین فقط نمک و فلفل رو انصافا کم کن,3269046
poyvm8,6,HAPPY,"آش یک خمیر بسیار سفت از مواد بود و طعم خوبی هم نداشت
حلیم خوب بود
سوپ هم معمولی بود و سمنو هم خوب بود.",5756156
poyvm8,8,HAPPY,آش رشته اکثرش رشته بود و راستش خوب نبود عدسی هم معمولی بود ,462917
poyvm8,6,HAPPY,حلیم مثل دفعه های پیش خیلی خوب نبود,4922711
poyvm8,6,HAPPY,کشک بادمجان هم کم بود هم تند ، آش رشته تند بود کشک و پیاز از دور سلام کرده بودن حلیم معمولی دیر و سرد رسید دستم ,3675694
poyvm8,8,HAPPY,معمولی بود و گوشتش هم خیلی کم بود,6947195
poyvm8,10,HAPPY,عالی بود,3810621
poyvm8,10,HAPPY,آش و طعم آن عالی بود,7610782
poyvm8,10,HAPPY,حلیم بسیار خوش طعم و مقدارش هم مناسب بود..فقط با تاخیر ارسال شد که از فروشگاه مسیج عذرخواهی بابت تاخیر اومد و خب نزدیک افطار این تاخیر طبیعیه..ممنونم.,9612329
poyvm8,10,HAPPY,خوشمزه,2022802
poyvm8,10,HAPPY,خیلی خوشمزه و با کیفیت بود، ممنون ازشون,8452870
poyvm8,10,HAPPY,عالی,3667077
poyvm8,6,HAPPY,آش آبکی بود و نان هم نداشت.,6814846
poyvm8,4,SAD,"املت مزه تنها چيزي كه نميداد املت بود!!!
ولي اش شيرازي خيلي خوب بود",5048348
poyvm8,2,SAD,افتصاح عدسا خام و نپخته و سفت یعنی عین ظرفی که سفارش داده بودم رو ریختم دور,5471559
poyvm8,4,SAD,سوپی که دفعات قبل ازسال میشد خیلی بهتر بود... این سوپ جدید بخصوص ذرت داخلش اصلا خوب نبود...,2848606
poyvm8,8,HAPPY,کیفیت آش ها خیلی خوب بود تنها نقطه ضعف این رستوران استفاده از ظروف پلاستیکیه به همین خاطر یه ستاره کم کردم,855378
poyvm8,8,HAPPY,حلیم خیلی خوشمزه بود اما عدسی اصلا خوشمزه نبود تازه نبود و انگار گرم شده بود,1303571
poyvm8,2,SAD,کیفیت غذا خیلی بد بود.,308946
poyvm8,4,SAD,آش کاملا بی مزه بود و حلیم اصلا خوب نبود,7354387
poyvm8,8,HAPPY,بهتر است از ظرف پلاستیکی استفاده نشود.,2922232
poyvm8,2,SAD,آش واقعا بد مزه بود,508920
poyvm8,4,SAD,"کیفیت بسیار پایین و خیلی آبکی
اصلا با کیفیت قبلا یکی نبود",571687
poyvm8,2,SAD,ما آش شله قلمکار سفارش دادیم ولی چیزی که تحویل گرفتیم به همه چیز شباهت داشت بجز آش (بماند آش شله قلمکار),11172565
poyvm8,4,SAD,قبلا کیفیت خیلی خیلی بهتری داشتید. شاید به دلیل این باشد که در تعطیلات عید سفارش دادیم ولی در هر حال این بار بر خلاف دفعه های قبل کیفیت مناسب نبود.,891573
poyvm8,8,HAPPY,قبلا سفارش میدادم خیلی عالی بود، اما این دفعه نسبت به قبل کیفیتش پایین بود و یکمم شور بود,11415353
poyvm8,4,SAD,اش ترش بود و حبوبات نپخته,3418393
poyvm8,6,HAPPY,خیلی آبکی بود,147859
poyvm8,6,HAPPY,نان بربری در سفارش درخواست شده بود ولی ارسال نشده بود,7055855
poyvm8,8,HAPPY,بر خلاف گذشته امروز سرد به دستم رسید. کلا هم اگر کمتر فلفل بزنید من بهتر دوست دارم به نظرم کمی تند است ممنون,10885923
poyvm8,8,HAPPY,مثل همیشه نبود آقای آشپز,5009632
poyvm8,10,HAPPY,"آش شله قلمکار فوق العاده خوشمزه و با کیفیته 
فقط همیشه سفارشا با تاخیر میرسه ",3463817
poyvm8,10,HAPPY,عالی بود... فقط نان همراه بیات بود. ,3819218
poyvm8,6,HAPPY,بجای شله قلمکار که مورد سفارش بود اش دیگه اوردن,5381068
poyvm8,10,HAPPY,بسیار عالی,3667077
poyvm8,10,HAPPY,خوب بود، متشکرم,9931549
poyvm8,10,HAPPY,"هم حلیم و هم آش فوق‌العاده خوشمزه بودند... من و همسرم مشتری شما شدیم حسااابی :) 
تنها نکته اینکه ایکاش بجای ظرف پلاستیکی از ظرفهای گیاهی استفاده کنید...",6927794
poyvm8,10,HAPPY,کشک بادمجان خوب‌بود چرب نبود در کل راضی کننده هست,1221641
poyvm8,2,SAD,"چرا هر دفعه آش مزه بدی میدهد.
اوایل خوب بود 
حیف از این پول",854181
poyvm8,10,HAPPY,آش کرمانشااهی خیلی خوشمزه ست امیدوارم تو‌همین کیفیت نگهش دارین,1221641
poyvm8,6,HAPPY,از نظر کیفیت با دفعات قبلی متفاوت و کیفیت پایین آومده بود,7604797
poyvm8,10,HAPPY,واقعا عالي بود بسيار بسيار لذيذ و خوشمزه و داغ داغ و زود به دستم رسيد ممنونم از مديريت مجموعه,9642572
poyvm8,10,HAPPY,عاااالی بود,1271673
poyvm8,10,HAPPY,عالی فقط حلیم یکم جای کار داره,325947
poyvm8,10,HAPPY,خوشمزه و داغ,2972170
poyvm8,8,HAPPY,"کشک بادمجان خیلی شور بود
آش رشته خوب بود",1363291
poyvm8,8,HAPPY,خوب بود,9811150
poyvm8,2,SAD,تو منو عنوان کرده بودن یک تکه نان هم هست در صورتی که اصلا وجود نداشت,8088189
poyvm8,10,HAPPY,بسیااااااار باکیفیت و لذیذ بود. دااااغ دااااغ به دستم رسید. فقط اگر شرط حداقل خرید ۵۰ تومن رو بردارید بهتر هست. ممنونم,3550913
poyvm8,8,HAPPY,تو‌درخواست نان بربری بود ولی نان لواش ارسال شد,5182978
poyvm8,8,HAPPY,متاسفانه به جای آش کرمانشاهی که سفارش داده بودم آش رشته بود که من بعد از تحویل متوجه شدم,6371566
poyvm8,2,SAD,مواردی ارسال نشد و همچنین خیلی شور بود,1941580
poyvm8,8,HAPPY,انتظار داشتم امکان ترکیب عدس با حلیم وجود داشته باشه ولی عدسیش با رب و قارچ بود,7762918
poyvm8,10,HAPPY,عالي,3808506
poyvm8,10,HAPPY,کیفیت واقعا خوب بود اما هزینه بسته‌بندی باعث می‌شه در خرید مجدد صرف‌نظر کنم. ,5081271
poyvm8,10,HAPPY,عالی,2834752
poyvm8,8,HAPPY,یه کم حلیمش مونده بود,5096655
poyvm8,8,HAPPY,معمولی بود,4283268
poyvm8,10,HAPPY,عالی,3802763
poyvm8,10,HAPPY,حلیم خوب ولی آش عالیه عالی بود,152471
poyvm8,10,HAPPY,حلیم سفارش داده بودم و راضی بودم,7062260
poyvm8,10,HAPPY,داغ و خوشمزه ,2022802
poyvm8,10,HAPPY,واقعاً عالى بود,3996630
poyvm8,10,HAPPY,خوب خوشمزه گرم ,7003131
poyvm8,10,HAPPY,"عالی،
داغ و خوشمزه
واقعا طعم پخت هیزمی رو میده",5149363
poyvm8,8,HAPPY,عالی فقط کمی شور بود برعکس دفعات پیش,4721480
poyvm8,6,HAPPY,كشك نگذاشته بودند,9312794
poyvm8,10,HAPPY,داغ و خوشمزه و سریع,2955964
poyvm8,2,SAD,به جای عدسی روغن سوخته و عدس فرستاده بودن و کیفیت حلیم بسیار پایین بود,3541379
poyvm8,10,HAPPY,"آش شله قلم کار با کیفیت و غلیظ
متشکرم",193075
poyvm8,8,HAPPY,حلیمش تازه نبود,5096655
poyvm8,4,SAD,یکم خشک بود و چرب، میشد در کنارش خیارشور یا پیاز هم باشه،در کل خیلی پیشنهاد نمیشه,1649444
poyvm8,10,HAPPY,خیلی عالی و خوشمزه بود,2247203
poyvm8,10,HAPPY,خوشمزه داغ ,9358915
poyvm8,10,HAPPY,خوب بود ولي نان همراهش نبود,4886805
poyvm8,10,HAPPY,خوش مزه و با کیفیت بود,6546853
poyvm8,10,HAPPY,مثل همیشه خیلی خوب و خوشمزه,3218256
poyvm8,10,HAPPY,حلیم خوشمره بود.فقط مشکل این رستوران اینکه دیر سفارشاتو تایید میکنن.با تشکر,8483089
poyvm8,10,HAPPY,اش حسنعلی عالیه,9344274
poyvm8,8,HAPPY,خوب بود، ولی بار قبل بهتر بود,3754106
poyvm8,10,HAPPY,مرسي,3808506
poyvm8,10,HAPPY,بسيار خوشمزه و داغ,9642572
poyvm8,6,HAPPY,ب توضیحات توجه نشده بود داخل حلیم شکر نمیخواستم ولی ریخته شده بود و حلیم مزه سیرابی میداد.شنیده بودم بعضی جاها با سیرابی درست میکنن ولی انگار واقعا هست.اش بد نبود,6853828
poyvm8,2,SAD,آش عباسعلی خیلی خوب بود ولی کشک بادمجونش مثل همیشه نبود مزه چربی میداد,5304137
poyvm8,10,HAPPY,ممنونم خیلی خوش طمع وباغلظت مناسب فقط کمی تند بود,616064
poyvm8,10,HAPPY,مثل همیشه درجه یک.. امیدوارم کیفت را حفظ بفرمایید...,2955874
poyvm8,6,HAPPY,اش رشته خیلی تند بود,4365499
poyvm8,4,SAD,کیفیت پایین بود و غذا تازه نبود,11339920
poyvm8,10,HAPPY,اش کرمانشاهی خیلی خوشمزه بود,3322525
poyvm8,10,HAPPY,عالی,322094
poyvm8,10,HAPPY,واقعا خوشمزه بود عالی,4922711
poyvm8,10,HAPPY,عالیه واقعا ,7655002
poyvm8,10,HAPPY,آش کرمانشاهی خوشمزه بود,3322525
poyvm8,10,HAPPY,"خیلی به موقع و داغ و خیلی هم خوشمزه بود -- دستتون درد نکنه بابت پخت این غذاهای خوشمزه 
",538380
