restaurant_code,rating,feeling,commentText,customerId
3kv1en,2,SAD,نان همراه غذا نبود با وجود آنکه همین غذا چنانچه در خود آن مجموعه سرو میشد نان میدادند و حجم غذا هم نسبت به قیمت واقعا کم بود,952169
3kv1en,10,HAPPY,خیلیییی عالی بود واقعا مرسی، هزینه بسته بندیش یکم زیاده ۶ تومن ولی ارزش غذاشو داره,13235956
3kv1en,10,HAPPY,برای اولین مرتبه بود که این غذا رو خوردم برای همین نمیتونم نظر دقیقی بدم ولی من خیلی خوشم نیومد ولی از نظر حجم کاملا دونفره بود و نون حتی زیادهم بود و خیلی خوب و باسلیقه بسته بندی شده بود و با اینکه با تخفیف خرید کردم ولی بسته ریحان هم داشت,6722933
3kv1en,2,SAD,پاچین های سفارش داده شده سوخته و کاملاً کهنه بود. رستوران کباب کوبیده نداشت و سفارش به چنجه تغییر کرد و در نهایت جگر تحویل داده شد که کاملا سرد و سفت بود.,4270330
3kv1en,4,SAD,"آخه ۶ تومان برای بسته بندی زیاد نیست؟؟
نسبت به حجمش خیلی قیمت بالا بود،در کل توقعم یه چیز دیگه بود",5898503
3kv1en,8,HAPPY,به نسبت قیمت، حجم سیخ ها خیلی کم بود. اینکه یک تیکه نان سنگک داشت خوب بود,2535763
3kv1en,2,SAD,نون نبود همه جا میزازن یدونه اطافه بخوای میگیری…شور بود سیرابیشم کم بود راضی نبودم اصلا نبودم,12752385
3kv1en,8,HAPPY,متاسفانه آبگوشت ها ریخته بود. لطفا بسته بندی محکمتر رو مد نظر بگیرید ,13203931
3kv1en,6,HAPPY,"قیمت بالا به نسبت کیفیت
من ک نصفشو انداختم دور",12452127
3kv1en,2,SAD,اب گوشت با مغز سفارش داده بودم ولی دریغ از حتی یک ذره مغز داخل اب گوشت,9453266
3kv1en,10,HAPPY,داغ نبود و ریحان گرم شده بود,13552524
3kv1en,6,HAPPY,خیلی بی کیفیت بود. ,8899180
3kv1en,2,SAD,برای غذایی که قراره با نون خورده بشه نون مونده چند روز پیش میذارید؟!! کاملا ناراضی بودم,457425
3kv1en,2,SAD,یه عالمه طولش دادن تا سفارشو تایید کردن، حجمشم کم بود بنظرم ولی خوشمزه بود,13235956
3kv1en,2,SAD,"افتضاح!!!!
بشقاب گوشت؟؟؟؟ یا قاشق گوشت!
۶۰ هزعر تومن برای یه پرس گوشت که اندازه ی یه قاشقم گوشت نبود!!!
مردم رو چی تصور کردن واقعا نمیدونم!!! خجالت اوره واقعا
متاسفم برای این طباخی و مدیریتش!
واقعا زشته با این شکل غذا تحویل مشتری دادن!",5986436
3kv1en,8,HAPPY,ادویه و طعم ندارد!,3711876
3kv1en,8,HAPPY,پاچه ها خام و نپخته بود,451833
3kv1en,2,SAD,فوق العاده شور بود,301260
3kv1en,2,SAD,کیفیت خیلی پایین بود.تاخیر هم داشت . جا افتاده نبود غذا,11754112
3kv1en,2,SAD,یک دست کله پاچه کامل سفارش دادم اما وقتی تحویل گرفتم دیدم نه چشم هست،نه مغز!,7513288
3kv1en,2,SAD,واقعا کیفیت پایین بود اصلا پیشنهاد نمیکنم دفعه آخری بود که سفارش دادم واقعا بد بود,3796083
3kv1en,2,SAD,افتضاح ترین غذایی که خوردم.سرد بی نمک دو تا قاشق نذاشتن بعد از دو ساعت غذا رو اوردن اینقد سرد بود ک چربی هاش سفت شده بود.مسئولش معذرت خواهی کردن ولی عملا پولمو دور ریختم,12781796
3kv1en,8,HAPPY,زمان رسيدن ١ساعت و ٧ دقيقه بود ولى اعلام تاخير زدم و ديرتر رسيد غذا كمى سرد بود,3381891
3kv1en,8,HAPPY,خوب بود ولی ۲ تا از پاچه هاش فرق داشت و یک مقدار بیشتر پخته میشد بهتر میشد,11897515
3kv1en,8,HAPPY,سفارش کله پاچه چون یه غذای ازقبل اماده ست باید سریع ارسال بشه ولی خیلی باتاخیربود ابگوشت داغ بود ولی زبان و بناگوش کاملا سرد ,11386653
3kv1en,4,SAD,یک پرس کانل نبود و یکدونه نون هم کنارش نذاشته بودن,5396711
3kv1en,8,HAPPY,استفاده از ظروف پلاستیکی بی کیفیت و سرطانزا.,7566859
3kv1en,8,HAPPY,خوب پخته شده بود، فقط یکم شور بود,2424662
3kv1en,8,HAPPY,حجم بناگوش یک دوم جاهای دیگه بود,3801633
3kv1en,2,SAD,زمان طولانی. بیشتر از ۲ ساعت. تایید بعد از نیم ساعت پس از ثبت سفارش. برخورد نا مناسب. معطلی پیک در رستوران و بهونه آوردن از دیر اومدن پیک. کیفیت پایین غذا. دز کل افتضاح,4711461
3kv1en,10,HAPPY,عالی بود در این حد که رژیممو گذاشتم کنار ممنونم,12822875
3kv1en,10,HAPPY,خیلی تمیز بود,5410683
3kv1en,10,HAPPY,عالی و خوش طعم,3843174
3kv1en,10,HAPPY,"ارسال خیلی سریع و غذا گرم بود.
رفتار پیک بسیار مودبانه .",10303320
3kv1en,8,HAPPY,در کل خیلی خوشمزه نبود، به خصوص پاچه مزه خوبی نداشت. قبلا هم سفارش داده بودم که خیلی بهتر بود,11006832
