restaurant_code,rating,feeling,commentText,customerId
31jrxy,10,HAPPY,فقط مقدار نان برای آقایان کم بود,143576
31jrxy,8,HAPPY,سوسیس آلمانی استفاده کرده بودن درحالیکه عکس غذا کوکتل هست، بسته بندی خوب بود ولی انتظار کیفیت بیشتر داشتم.,1381791
31jrxy,6,HAPPY,چرا انقدر پیاز داشت  املت که اصلا پیاز نداره حالا یکم پیاز واسه طعمدهی اوکی، ولی این املت پیاز بود بیشتر,4095360
31jrxy,10,HAPPY,واقعا ممنون از بسته بندی هاتون، و همچنین توجه کردن به موارد اضافه ای که در توضیحات گذاشته میشه، کیفیت غذاهاتونم سالم و تازه هستن,1481455
31jrxy,4,SAD,"حجم بسیار کم
اندازه نان خیلی کم",6559387
31jrxy,2,SAD,تمام مواد اولیه داخلش کهنه بود حتی نون,7973276
31jrxy,10,HAPPY,نون ها خشك و كم بود لطفا توجه كنيد .,859077
31jrxy,10,HAPPY,کاش راجع به اون جعفری تازه که روی تخم مرغ ها ریخته بودید سوال میکردید.,3369743
31jrxy,8,HAPPY,کیفیت بد نبود اما املت کمی چرب بود.,983838
31jrxy,8,HAPPY,قهوه اش سوخته,9967843
31jrxy,2,SAD,نان همراه املت نبود دقیقا املت رو با چی باید میخوردیم حداقل نون نمیذارید تو توضیحات بنویسید که سفارش بدیم,4842115
31jrxy,4,SAD,خوشمزه نیست اصلاً,156907
31jrxy,6,HAPPY,تخم مرغ قهوه ای خیلی شور بود ,8716705
31jrxy,10,HAPPY,راستش یچیزی که خیلی بولد بود، حجم بسته بندی زیادی هست که استفاده شده، یعنی کلی کاغذ و اینا استفاده شده. منظورم اینه میشه بهینه تر هم باشه.,3806037
31jrxy,8,HAPPY,فکر میکنم کیفیت عسل داره تغییر میکنه چون تو سفارهای جدید من رقیق تر شده متاسفانه ,2536307
31jrxy,2,SAD,املت سوسیس و تخم مرغ از سوسیس بی کیفیت استفاده شده بود و طعم هر دو املت افتضاح بود,4369329
31jrxy,4,SAD,تخم مرغش قهوه ای بود و به شدت بی کیفیت,4128564
