restaurant_code,rating,feeling,customerId,commentText
09rzk0,2,SAD,4996183,با عکس کاملا فرق داشت شاید ۲۰٪ حجم عکس مرغ ۳ تیکه اندازه هر انگشت کیفیت پایین سوخاری با این مبلغ حتما خیلی انتخاب بهتری هست
09rzk0,6,HAPPY,982026,غذا سرد شده بود و قابل خوردن نبوددددددد
09rzk0,10,HAPPY,7438328,غذا عالی و خوشمزه بود ممنون از شما
09rzk0,8,HAPPY,12170654,همبرگر خیلی معمولی بود و در حدی نبود که بخوام بازم سفارشش رو تکرار کنم
09rzk0,6,HAPPY,7159378,خشک بودن غذا پخت زیاد نزدن هیچ سسی در حالی که گفته بودیم فقط سس سالسا نزنید
09rzk0,8,HAPPY,10458922,برعکس همیشه به توضیحات که نوشته بودم بدون رلیش توجه نشده بود.
09rzk0,10,HAPPY,11625260,یک ماشعیر ساده کم فرستاده شده بود. 
09rzk0,6,HAPPY,4600805,به کامنت سفارش توجهی نکرده بودند
09rzk0,4,SAD,1196683,من بارها این ساندویچو سفارش دادم و هیچ‌وقت تند نبوده. نمی‌دونم رسپیشونو عوض کردند یا غذای منو اشتباه فرستادند ولی از شدت تندی برای من غیر قابل خوردن بود.
09rzk0,2,SAD,5753224,تا حالا سالادسزار با مرغ کهنه نخورده بودم!!! انتظار همچین سالادی رو از برگرلند نداشتم اصلا
09rzk0,10,HAPPY,12119874,هم زود رسید و هم کیفیت رو داشت.عالی
09rzk0,10,HAPPY,11497971,کیفیت غذا و ارسال اون خیلی خوب بود ممنونم
09rzk0,8,HAPPY,5840435,کیفیت افت کرده بود. نسبت به قیمت هم کاملا معمولی بود
09rzk0,6,HAPPY,5222235,غذا اشتباه ارسال شده بود
09rzk0,2,SAD,485441,کیفیت گوشت در حد صفر ، کلا غذاها سرد بودند
09rzk0,8,HAPPY,1157243,"به خاطر تحویل نا مناسب بود یا موقع ارسال ولی غذا سرد سرد به دستمون رسید 
سیب زمینی ها خیلی بیات شده بود مرغ خیلی بی مزه و ابکی بود
در مجموع کیفیت سابق رو تجربه نکردیم"
09rzk0,10,HAPPY,1722137,همبرگرها عالی بود ولی رست بیف زیاد جالب نبود
09rzk0,6,HAPPY,1171791,سرد و مانده بود
09rzk0,8,HAPPY,4741768,حجم غذا خیلی خیلی کم هست
09rzk0,6,HAPPY,3611260,در مقایسه با قبل بسیار افت کیفیت داشت
09rzk0,2,SAD,4228322,بدترين ، افتضاه به معناى واقعى
09rzk0,10,HAPPY,1302663,غذا به موقع رسید و گرم
09rzk0,2,SAD,7801430,سیب زمینی سرد و مونده که حالت لاستیک شده بود و حجم پایینو لازانیای بسیار بی کیفیت، قطعا اخرین باری بود که از برگرلند خرید کردم
09rzk0,8,HAPPY,6898638,پیتزا خوب نبود کلا برگر توصیه میکنم بخرید ازش
09rzk0,4,SAD,1508409,برگرلند عزیز کیفیت گوشت بسیار پایین بود،طمع نا مطبوع و گوشت بسیار خشک که با این قیمت باید کیفیت قابل قبول داشته باشید
09rzk0,6,HAPPY,3387872,غذا یخ کرده بود
09rzk0,8,HAPPY,162085,به نسبت قیمت حجم خیلی کمی داره ساندویچش
09rzk0,6,HAPPY,1231995,کیفیت سیب زمینی سرخ کرده پایین بود
09rzk0,8,HAPPY,8536993,خیلی معمولی
09rzk0,2,SAD,3281023,خیلی سیب زمینی ها سرد بود خیلی هم کهنه بود تاره نبود اصلا دبگه هر چی دستشون میاد میفرستن برای مردم واقعا افتضاح بود
09rzk0,2,SAD,4442246,به شدت بدمزه و بد بو، غیرقابل خوردن بود
09rzk0,2,SAD,414130,غذای سرد بی کیفیت و فوق العاده بدمزه
09rzk0,8,HAPPY,4079236,سیب زمینی تازه نبود و خیلی شور بود متاسفانه
09rzk0,2,SAD,11357981,سرد-بی کیفیت
09rzk0,2,SAD,1360285,اصلا خوب نبود
09rzk0,2,SAD,6667652,افتضاح بود واقعا
09rzk0,6,HAPPY,884958,کاهوها زنگ زده بود
09rzk0,10,HAPPY,4741768,کیفیت خوب اما کمیت پابین بارها هم گفتم کمی سایز رو بزرگتر کنید
09rzk0,10,HAPPY,894849,حجم آبمیوه واقعا خوب بود
09rzk0,6,HAPPY,1107175,در جعبه باز بود و پیتزا ها از هم جدا شده بود و غذا کاملا سرد بود 
09rzk0,2,SAD,1606496,کاهو ها همه یخ زده بود
09rzk0,8,HAPPY,321789,غذا خیلی سرد بود
09rzk0,2,SAD,615671,سالاد کاهوی معمولی (نه کاهو فرانسوی)با دقیقا ۳ تاگوجه خشک ۲ تا پنیر کوچولو اسمش سالاد مخصوص بود و ۱۰۰ تومان برام هزینه داشت
09rzk0,2,SAD,3356056,"ارسال بیش از ۷۰ دقیقه زمان برد .
غذاها کاملا سرد و بی کیفیت به دست ما رسید . 
سیب زمینی سرخ شده کاملا سرد و بیات به دست ما رسید و عملا آنرا دور ریختیم . 
در مجموع به شدت از این سفارش ناراضی بودم ."
09rzk0,2,SAD,379572,غذا با یک ساعت تاخیر سرد و ماسیده و از دهن افتاده رسید.
09rzk0,10,HAPPY,3928897,همه چیز خوب بود
09rzk0,6,HAPPY,4027091,فیله سوخاری و سیب زمینی خیلی بد بود
09rzk0,8,HAPPY,1493281,من گفته بودم کالباس یا همون ژامبون نزارند ولی گذاشته بودند
09rzk0,2,SAD,5782934,متاسفم،سفارش دفعه قبل خوب بود و تشکر کردم. این دفعه بسیار بی کیفیت بود! سیب زمینی بیات و کهنه بود.پنیرش مثل خرده پلاستیک بود.مشکل اصلی رست بیف بود! چرا توی ساندویچ سیب زمینی بود؟!!! حجم گوشت کم،بدون قارچ و پنیر،با خلال سیب زمینی! واقعا چرا توی ساندویچ سیب زمینی ریختید؟!!! عکسش رو ارسال کردم
09rzk0,6,HAPPY,329567,غذا کاملا سرد رسید دستم. نان سیر خیلییییی کوچیک بود. سالاد معمولی بود. قدیم کیفیتتون خیلی بهتر بود 
09rzk0,6,HAPPY,2546074,متاسفانه سيب زميني سرخ كوده مونده وسياه بود
09rzk0,2,SAD,10781388,"کلا فست فود اونم برگر به گرم بودن و فیکس بودنشه وقتی یخ بزنه و مثل کباب ترکی پُرسی پخش بشه دیگه ارزش نداره 
 سیب زمینی ها هم که باز شده بود و ریخته بود توی پاکت سفارش"
09rzk0,8,HAPPY,1158465,در کل بد نبود.
09rzk0,6,HAPPY,690980,مرغ سوخاریش نم کشیده بود
09rzk0,10,HAPPY,9261575,عالی مثل همیشه
09rzk0,4,SAD,7447714,متاسفم
09rzk0,10,HAPPY,1302663,بسته بندی و کیفیت غذا عالی بود ممنون
09rzk0,4,SAD,4334254,به نظرم کیفیت پیتزا خیلی خیلی بد بود و اصلا طعم خاصی نداشت متاسفم از سفارش ام 
09rzk0,10,HAPPY,14176624,اولین بار بود از برگرلند خرید میکردم.سس سیب زمینیشون واقعا خوشمزس
09rzk0,10,HAPPY,5256299,یامن خیلی گرسنه بودم یا واقعا خوشمزه بود
09rzk0,10,HAPPY,14023799,زودتر از دفعات پیش رسید .جدیدا بهترشدید.
09rzk0,10,HAPPY,6078183,مثل هميشه عالي
09rzk0,4,SAD,5555138,گوشت بسیار بی نمک . یخ و باریک بود !!
09rzk0,2,SAD,10393087,گوشت برگر سوخته بود
09rzk0,6,HAPPY,7511156,همبرگر سفارش دادم تقریبا سوخته بود و مخلفات ناقص بود
