restaurant_code,rating,feeling,customerId,commentText
0y1odm,2,SAD,9927638,من هربار استیک مرغ پرسی میگرفتمو واقعا خوشمزه بود و طعمدار بود ولی اینبار اصلا خوب نبود مرغ اصلا طعمدار نبود اصلا راضی نبودم
0y1odm,8,HAPPY,1142033,"ظرف سالاد واقعا کوچیکه به نسبت حجم و سخته خوردن سالاد در اون. سس سزار رو هم فراموش کرده بودن این بار بفرستن.
پیتزا داغ رسید و مثل همیشه عالی بود."
0y1odm,4,SAD,846747,برای یه ساندویچ سرد فوق العاده معمولی واقعه قیمت بسیار زیادی داره. کیفیتش مثل ساندویچای بسته بندی کارخونه ای بود که با یک سوم قیمت میشه از هایپر مارکتا تهیه کرد. به شدت پشیمون شدم از انتخابم
0y1odm,10,HAPPY,3735806,سریع و خوشمزه ممنون
0y1odm,8,HAPPY,8672211,"فقط دلستر رو اشتباه ارسال کرده بودن من کلاسیک میخواستم
هلو فرستادت"
0y1odm,6,HAPPY,12799586,اینسری سیب زمینی ها خمیر بود
0y1odm,10,HAPPY,5850359,"مثل همیشه عالی 
ممنونم"
0y1odm,10,HAPPY,7747001,سالاد روسی به اشتباه به جای سالاد ماکارونی ارسال شد
0y1odm,10,HAPPY,3414327,پیتزا عالییی ولی سالاد اصلا خوب نبود
0y1odm,2,SAD,4009566,واقعا حیف اون همه پول واس همچین کیفیتی
0y1odm,4,SAD,182531,متاسفانه جعبه پیتزا انگار افتاده بود و غذا کلا به هم ریخته بود. در ضمن سس هم نگذاشته بودن.
0y1odm,4,SAD,4598271,پیتزا سبزیجات سفارش داده بودم که هيچ احساس سبزیجات نمی‌کنید، پیتزا پنیر اسمش را بزارند بهتره، البته از حق نگذریم نان پيتزاشون خوب بود،پاستا هم که بد بود واقعا
0y1odm,8,HAPPY,10939254,"مزه خاصی نداشت واقعا
تنها چیزی بود که از‌چیزفود سفارش دادم ولی خوشم‌نیومد"
0y1odm,6,HAPPY,3707380,نسبت به قیمت راضی کننده نبود
0y1odm,10,HAPPY,6881048,خوب بود ولی محتویات داخل ساندویج کم بود براز همین بیشتر طعم نون رو احساس می کردم تا برگر
0y1odm,8,HAPPY,9310400,ساندویچ معمولی بود
0y1odm,8,HAPPY,2233952,متاسفانه پیتزا به درش چسبیده بود
0y1odm,8,HAPPY,3735806,نون سیرتون این دفعه بی مزه بود 
0y1odm,6,HAPPY,10456316,گوشت همبرگر بیش از بوی سیر و ادویه می‌داد طوری که طعم گوشت اصلا حس نمی‌شد. شاید دلیلش تازه نبودن گوشت بود.
0y1odm,4,SAD,12223803,پر از روغن و بی کیفیت کل پیتزا چرب چرب بود جوری که فقط یه برش خورده شد بقیه پیتزا داخل سطل رفت 
0y1odm,6,HAPPY,5691881,کیفیت نسبت به گذشته افت کرده
0y1odm,10,HAPPY,5496740,خوب بود ولی بنظرم طمع سیر زیاد حس نمیشد و قطعه های استیک کم بود یخورده ولی در کل بد نبود
0y1odm,8,HAPPY,757136,سوپش مناسب نبود متاسفانه
0y1odm,8,HAPPY,4002734,مرغ پرسی خام بود . دوباره سرخ کردم که بوی زخم بره 
0y1odm,6,HAPPY,5595762,اصلا مثل همیشه نبود .با مواد مونده درست شده بود .من مشتری همیشگی بودم و این انتظار رو نداشتم 
0y1odm,2,SAD,4841430,"افتضاح افتضاح افتضاح ترین پاستا
خام بودن و بوی بسیار بد مرغ
 پاستا خام و بی مزه "
0y1odm,10,HAPPY,3488251,"خیلی دیگه بی حساب گران کردید
 با این قیمت نمی ارزد"
0y1odm,8,HAPPY,10524980,خیلی خوش طعم و داغ بود اما کوچیک بود.
0y1odm,8,HAPPY,2807536,کم حجم بود
0y1odm,10,HAPPY,5196642,همبرگر و‌ سالاد خوب بود. فقط سالاد زیادی گرون هست 
0y1odm,8,HAPPY,12058554,نان سیر قبلا بهتر بود . نان اضافه هم سفارش دادیم و هزینه اش هم پرداخت شد ولی ارسال نشد
0y1odm,8,HAPPY,8507736,مثل همیشه نبود ...قبلا کیفیت بیتری داشت 
0y1odm,10,HAPPY,1556391,عالی بود امیدوارم کیفیت پایین نیاد
0y1odm,6,HAPPY,331066,شور و تلخ بود
0y1odm,10,HAPPY,1663220,بسیار عالی
0y1odm,2,SAD,4955443,دو پاستا سفارش داده بوديم مناسفانه يك پاستا فقط ارسال شد و مجموعه هم اين كمبود را قبول نكرد
0y1odm,4,SAD,8455326,واقعا من نمیدونم چرا‌ داخل ساندویچ هات داگ پنیر صبحانه ریختند!!! اصلا مزه خوبی نداشت
0y1odm,8,HAPPY,7947186,همبرگر عالی بود ولی سالاد سزاز نه پنیر پارمسان روش داشت نه سس زار خوبی که شاید به سلیقه من نبود، به نظرم تو سالاد سزارایی که تست کردم سالاد سزار هتل اپادانا یه چیز دیگست
0y1odm,6,HAPPY,1165915,پیتزا مثل همیشه عالب بود ولی برگر اصلا خوب نبود
0y1odm,8,HAPPY,318121,بنظر میومد هیچ گوشتی داخلش نیست
0y1odm,8,HAPPY,460101,سالاد سزار همه‌ش کاهو بود، انتظارم از چیزفود بیشتر این‌هاست.
0y1odm,8,HAPPY,1027806,کیفیت مناسب بود اما محتویات ساندویج با چیزی که در منو نوشته بودند فرق داشت.
0y1odm,8,HAPPY,6515203,"سلامـ برخلاف گذشته مرغها خامـ بود.
دورازانتظار"
0y1odm,8,HAPPY,3346818,پیتزا خوب بود ممنونم . ولی سوپ شیر زیاد جالب نبود
0y1odm,8,HAPPY,6946001,به خوبی همیشه نبود گوشتش کم پخت و دارای لثه بود در پیتزای سیر و استیک
0y1odm,4,SAD,4173217,کیفیت گوشت به شدت اومده بود پایین در حدی که من اصلا احساس نمیکردم که توی همبرگر گوشت باشه ، حس مقوا داشت تا گوشت!
0y1odm,2,SAD,1476141,واقعن کیفیت بسیار پایین بود من همیشه خرید میکردم ولی واقعن کیفیت پایین شور ای زیاد واقعن نمیددنم چرا کیفیت رو اوردن پایین اوردن
0y1odm,2,SAD,5445501,سس پنیر بسیار طعم بدی داشت  و فیله ها و سیب زمینی مزه روغن مونده میدادن اصلا کیفیت نداشت 
0y1odm,8,HAPPY,373410,"مرغای سالاد سزار واقعا بوی بدی میداد سالاد واقعا بد بود 
"
0y1odm,6,HAPPY,1742527,نسبت به پیتزاهاش خوب نبود
0y1odm,2,SAD,5711185,افتضاح،سوپ فوري ارسال كردن،پاستا پستو به شدت مانده،سالاد سزار بي نهايت بي كيفيت و مانده،خيلي بد بود
0y1odm,4,SAD,721292,من قبلا بارها از چیزفود غذا گرفتم و راضی بودم؛ ولی متاسفانه پیتزای دیشب «افتضاح» بود… کیفیت پایین، نون خمیر و سرد..
0y1odm,6,HAPPY,1175323,شور، گوجه در حد صفر و پنیر بسیار اندک...
0y1odm,6,HAPPY,8238385,"سوسيس از داخل نپخته بود همونطور كه بقيه نوشته بودن 
بايد يه فكر جدى بابت اين مشكل كنن."
0y1odm,2,SAD,2907841,از دفعات قبل که سفارش میدادم خیلی کیفیتش اومده بود پایین و تقریبا توی پیتزا هیچ موادی نداشت و نونش کاملا خشک بود
0y1odm,6,HAPPY,10399534,مشتری همیشگی هستم اما کیفیت پیتزا خیلی افت کرده
0y1odm,8,HAPPY,156581,سوپ خوب نبود، طعمش مثل سوپ آماده‌ها بود.
0y1odm,6,HAPPY,6483495,کیفیت نون و برش های پیتزا خوب نبود به زور باید از هم جداشون میکردیم
0y1odm,0,SAD,937232,خیلی خیلی تجربه بدی بود . 
0y1odm,6,HAPPY,154069,نسبت مواد غیر معقول بود. عملا ظرف کاهو تحویل گرفتم که یک زیتون داخلش بود
0y1odm,10,HAPPY,1507699,"توی کل این منطقه فقط یه فست فود با کیفیت هست، که چیز فوده. 
شک نکنید به کیفیت فیله سوخاری هاشون."
0y1odm,8,HAPPY,5793515,غذا خوب بود. فقط ظرف مشکی بهداشتی نیست از سفید استفاده کنید
0y1odm,10,HAPPY,8339194,ما فقط از چیز فود پیتزا می گیریم، اما اخیرا مقدار پنیرش بسیار کم شده و نان پیتزا هم خیلی خشک بود
0y1odm,8,HAPPY,1136151,سرد بود متاسفانه
0y1odm,4,SAD,4399642,افتضاح
0y1odm,8,HAPPY,3598821,فیله ۴ تیکه بسیار چرپ- روغنی که در آن سرخ شده بود در واقع روغن کهنه و سوخته بود. پیتزا ها هم از نظر گوشت و قارچ بسیار کم ریخته شده بود. 
0y1odm,8,HAPPY,4941813,سالاد اصلا خوب نبود ولی پیتزا خوب مثل همیشه
0y1odm,6,HAPPY,9559073,خیلی مواد داخلش کم بود متاسفانه 
0y1odm,10,HAPPY,2036731,من از بین پیتزاهاش، پپرونی رو توصیه میکنم
0y1odm,10,HAPPY,7036187,کیفیت ساندویچش خوب بود فقط توقعم از پنیر اضافه، ورق پنیر گودا بود نه اون ظرفی که فرستادین و دورریز شد
0y1odm,10,HAPPY,5009428,مثل همیشه عالی
0y1odm,10,HAPPY,4837317,خیلی خوب بود
0y1odm,10,HAPPY,5496740,عالی و خوب مث همیشه
