restaurant_code,rating,feeling,commentText,customerId
0jyn8r,2,SAD,من املت با قارچ سفارش داده بودم تخم مرغ با قارج اوردن,2003110
0jyn8r,2,SAD,بسیار چرب و بدون شباهت با عکسش آبمیوه هم شامل موزهای سیاه شده مخلوط با کیوی معمولا به این ترکیب اسموتی میگن,150316
0jyn8r,8,HAPPY,بسته بندی تنزل داشت,8032679
0jyn8r,4,SAD,کاش املت سفارش میدادم به جای سوسیس تخم مرغ ،چون که باید دنبال سوسیس میگشتم تا پیداش کنم!,4236178
0jyn8r,8,HAPPY,سفارش مورد نظر خیلی چرب بود,13138156
0jyn8r,10,HAPPY,خوب و با سلیقه,4507180
0jyn8r,10,HAPPY,عااالي,291763
0jyn8r,10,HAPPY,همه‌چی عالی فقط کاش نون‌هارو تست میکردین,254375
0jyn8r,10,HAPPY,یکم چرب بود ولی بسیارخوشمزه و جذاب بود حجمش اش خیلی زیاد بود,161164
0jyn8r,10,HAPPY,بسته بندی - کیفیت غذا- همه چی عالی - ممنون که اصلا روغنی‌هم‌نبود ,7894040
0jyn8r,10,HAPPY,عالی و بسته بندی بهداشتی,313646
0jyn8r,8,HAPPY,خیلی خوشمزه بود اما خیلی چرب بود,716586
0jyn8r,10,HAPPY,صبحانه عالی بود اما پیک اشتباهی رفته بود یه جای دیگه و هم من معطل شدم هم ایشون طلبکار بودن-__-,7341767
0jyn8r,10,HAPPY,کرپ عالیییییی بود و به موقع,3691952
0jyn8r,10,HAPPY,بسیار عالی و باکیفیت همراه با نان سنگگ تازه. ممنون,7624162
0jyn8r,10,HAPPY,عالی زیاد و خوشمزه ,159455
0jyn8r,10,HAPPY,همه چی عالی بود و باکیفیت.اگر قبلا هم کیفیتش بد بوده الان عالی شده,9006161
0jyn8r,10,HAPPY,عالی,6843273
0jyn8r,10,HAPPY,صبحانه قابل قبول و خوبی بود و برای دو نفر کافی بود,5452616
0jyn8r,8,HAPPY,ممنون کیفیت غذا خوب بود مثل قبل,1948208
0jyn8r,10,HAPPY,کیفیت هردونوع املت عالی بود خیلی ممنونم ازتون,318520
0jyn8r,10,HAPPY,من راضی بودم ممنون,9361093
0jyn8r,10,HAPPY,سریع و داااااغ و بهداشتی و خوشمزه. قطعاً زیر نظر مدیر باتجربه اداره میشه. ممنونم.,3888008
0jyn8r,10,HAPPY,عالی بود مرسی,7511792
0jyn8r,10,HAPPY,"بِه نامِ خُداوَندِمِهربان
بیست بود
یاعَلی(ع) مَدَد",5553801
0jyn8r,10,HAPPY,"بسیار خوشمزه و عالی
ترکیب موز و پنکیک و شکلات همیشه عالی میشه مرسی از کیفیتتون
فقط لطفا مِلون‌های شیرین انتخاب کنید موقع خرید (خطاب به رستوران)",1439985
0jyn8r,10,HAPPY,عالی بود ,5500723
0jyn8r,2,SAD,به معنای واقعی کلمه افتضاح!! بعد از یک ساعت تاخیر یه قهوه سرررررد به دستم رسوندن,882969
0jyn8r,10,HAPPY,خوب بود دستتون درد نکنه گرم و تازه,5125216
0jyn8r,8,HAPPY,خوب بود,167681
0jyn8r,10,HAPPY,دومین باره میگیریم هم خوشمزس هم نون تازس هم مقدارش خوبه ولی کاش مقدار روغنش کم بشه. از اینکه فقط  به غیر صبحانه ارسال دارین این خوشمزه ها رو عالیه ,812960
0jyn8r,10,HAPPY,"همه چیز عالی بود 
ولی اگه لاته فوم شیر بیشتری داشته باشه بهتره ",571248
0jyn8r,10,HAPPY,املت خیلی خوشمزه بود، با دورچین با کیفیت,3280132
0jyn8r,2,SAD,اصلا پیشنهاد نمیکنم,172719
0jyn8r,2,SAD,املت بسیار بدبو و بدمزه بود بدتربن تجربه سفارش من بود، پنکیک هم اصلا تازه نبود و نسبت به قیمت اصلا ارزش نداشت، نان ارسالی هم خشک شده بود,3364670
0jyn8r,10,HAPPY,"خیلی خوبه
من صبحانه هاش رو هم خیلی دوست دارم",11569469
0jyn8r,10,HAPPY,"همه چی مثل همیشه عالی بود 
بسته بندی خوب غذای خوب چای خوشمزه عالی",11569469
0jyn8r,10,HAPPY,خوب بود... روی هم رفته راضی بودم... دمتون گرم... ,1939464
0jyn8r,10,HAPPY,بسیار خوب و دلپذیر بود،ممنونم,2351985
0jyn8r,2,SAD,پن کیک سوخته بود ,200467
0jyn8r,4,SAD,سلام نان املت دو نفره برای دو نفر کافی نبود,324895
0jyn8r,8,HAPPY,اسموتی میوه فصل فقط پوره‌ی سیب بود,209642
0jyn8r,10,HAPPY,عالی بود گرم با بسته بندی قابل قبول به لحاظ بهداشتی و سرعت عمل در رساندن به من، یک ربع کلا زمان برد.,1101689
0jyn8r,2,SAD,"یعنی افتضاح،لوبیا که آب لوبیا‌بود،اسنک کاملاً سوخته و میتونم بگم هیچی توش نبود عملاً،سوسیس درصد پایین، 
فقط اون ۱ رو‌بخاطر نیمرو دادم،
واقعاً درست نیست اینجوری پول میگیرینو این مدلی اینقدر بی کیفیت تحویل میدین",2222846
0jyn8r,10,HAPPY,بسته بندی عالی بود اما کیفیت معمولی بود و مزه لیمو سکنجبین نمی داد و مزه ی یک شربت آماده می داد,5454087
0jyn8r,2,SAD,"واقعا نمیدونستم املت که سفارش میدم باید خودم برم نون بخرم 
حجم نون برای املت دو نفره واقعا خنده دار بود ",3952960
0jyn8r,8,HAPPY,"خوب بود 
فقط دیر اومد",6692259
0jyn8r,6,HAPPY,خوب بود ولی شبیه عکس نبود و میوه هاش شلیل و خربزه بود!,4161446
0jyn8r,10,HAPPY,عالی و خوشمزه فقط نون کم بود,632880
0jyn8r,2,SAD,بدترين كرپي بود ك خورده بودم و پر از شكلات بدمزه و بي كيفيت اصلا خوب نبود !,317811
0jyn8r,10,HAPPY,خوشمزه بود فقط تو ديزاين ميوه اگه ميوه رنگي انتخاب ميكرديد خوشگلتر ميشد,8041740
0jyn8r,8,HAPPY,خوشمزه و تازه بود. فقط اگه به جای کاغذی که زیر غذا بود جایگزین مناسب دیگه ای باشه بهتره چون یکم سخت بود غذا را ازش جدا کردن,1948208
0jyn8r,2,SAD,"عکس با دور چین هست
اما بدون دور چین ارسال شد.
از کیفیت پایینی برخوردار بود",4171699
0jyn8r,4,SAD,مواد مورد استفاده پایین ترین کیفیت ممکنه رو داره،سوسی لوبیا تست,2222846
0jyn8r,10,HAPPY,عالیترین املت اسپانیایی بود که خوردم.واقعا عالی و ممنونم,2516545
