restaurant_code,rating,feeling,customerId,commentText
0nwze6,8,HAPPY,7444554,پنیر پیتزا زیاد استفاده شده بود 
0nwze6,8,HAPPY,403642,بجای هات داگ، سوسیس شکاری گذاشته بودند و نسبتا سرد رسید. اصلا راضی نبودم.
0nwze6,2,SAD,7268030,مشکل در حمل بود
0nwze6,8,HAPPY,6051396,خوب بود خوشمزه بود ولی سایز پیتزا کوچیک بود 
0nwze6,8,HAPPY,1769354,معمولی و الکی گرون
0nwze6,2,SAD,9103977,خیلی خیلی خیلی بد و ضعیف
0nwze6,2,SAD,5469484,کیفیت بسیار پایین/ مغایرت با سفارش
0nwze6,10,HAPPY,1976710,كيفيت بسيار عالي و تحويل بسيار خوب
0nwze6,10,HAPPY,8560008,کیفیت غذا انصافا عالی بود
0nwze6,10,HAPPY,1415869,عالی مرسی
0nwze6,2,SAD,7320635,۳۶ تومن پول ارسال میگیرید بعد یک ساعتو چهل دقیقه میفرستین سفارش رو؟
0nwze6,10,HAPPY,3399201,کیفت غذا واقعا عالی هستش
0nwze6,8,HAPPY,6292383,کناره های نون خمیر بود
0nwze6,10,HAPPY,4886557,عالی بود واقعا
0nwze6,10,HAPPY,1422223,پیتزاش خوشمزه بود، اما اگه یک کم محتویاتش رو بیشتر کنه عالی میشه.
0nwze6,10,HAPPY,913001,خوشمزه بود و سریع وداغ رسید
0nwze6,10,HAPPY,3680577,کیفیت و مزه، عالی
0nwze6,10,HAPPY,181541,گرم و تازه و باکیفیت رسید
0nwze6,10,HAPPY,3680577,همه چیز عالی
0nwze6,10,HAPPY,3414557,خیلی خوشمزه است 
0nwze6,10,HAPPY,6387174,عالی عالی بی نظیر
0nwze6,10,HAPPY,179443,خوب بود گرم رسید
0nwze6,10,HAPPY,3323478,متشکرم
0nwze6,8,HAPPY,1278275,پپرونی بسیار تند غیر معمول بود 
0nwze6,8,HAPPY,783870,خوشمزه هستش 
0nwze6,10,HAPPY,7874744,پیتزا پر مواد بود و پنیر خوش طعمی داشت اما مواد اولیه متوسط بود و جا داشت با توجه به قیمت  با کیفیت تر باشه
0nwze6,10,HAPPY,8455302,عالی و خوشمزه مثل همیشه
0nwze6,8,HAPPY,4832938,خوب بود خوش مزه بود
0nwze6,10,HAPPY,6338500,عالی
0nwze6,10,HAPPY,1222509,ممنون بابت غذای خوب و با کیفیتتون و خداقوت بابت سرویس دهی شبانتون
0nwze6,10,HAPPY,7055054,ممنونم ازتون غذا گرم و خوب رسید
0nwze6,10,HAPPY,11756017,عالی
0nwze6,10,HAPPY,3961226,هم پیتزا دنر استیک هم پیتزا کویین عالی و خوش طعم بودن به موقه و گرم هم رسید دستمون
0nwze6,10,HAPPY,6387174,عالی بود شیلا همیشه کیفیتش خوبه
0nwze6,10,HAPPY,9668731,"کیفیت بالا 
تحویل زودتر از زمان اعلامی
پیک خوش اخلاق
مواد باکیفیت"
0nwze6,10,HAPPY,4417960,عالی
0nwze6,10,HAPPY,1154803,عالی ، از همه مهمتر داغ بود غذا
0nwze6,2,SAD,4042080,"متاسفانه خیلییی بی مزه بود اصلا ادویه استفاده نکرده بودن حتی نمک هم نداشت 
از این برند بعیده که انقدر غذای بی کیفیت بده به مشتری"
0nwze6,10,HAPPY,403642,پیتزا بسیار خوش طعم بود. مرسی.
0nwze6,8,HAPPY,3969492,برای نیمه شب خوب بود اما تصویر و اصل غذا همخوانی نداشت ، معمولی بود
0nwze6,10,HAPPY,3924153,خیلی خوشمزه بود و گرم به دستمون رسید. عالی بود. ممنونم
0nwze6,10,HAPPY,316745,خیلی خوب بود 
0nwze6,10,HAPPY,9936911,من پیتزا و فرش چیز برگر سفارش دادم کیفیت عالی بود ممنونم
0nwze6,0,HAPPY,12974079,عالی بود! دستتون درد نکنه! وقتی هم رسید خیلی مناسب بود حرارتش. تشکر مجدد و خسته بناشید.
0nwze6,10,HAPPY,1433969,خوشمزه و دلچسب آفرین
0nwze6,10,HAPPY,7790504,مثه همیشه عالی. گرم  به موقع. ایشالا که این کیفیت همیشه حفظ شه
0nwze6,8,HAPPY,5168344,همبرگر معمولی پیتزا هم معمولی
0nwze6,10,HAPPY,5010264,عالی مثل همیشه
0nwze6,10,HAPPY,4120859,عالی عالی عالی بود ممنونم
0nwze6,10,HAPPY,7790504,مثه همیشه عالی لذیذ
0nwze6,10,HAPPY,5639522,"بسیار عالی 
….  غذا رو کمی سرد شده بود…در کل غذا های ناب خوشمزه "
0nwze6,10,HAPPY,12974079,عالی بود مثل همیشه، خیلی گرم هم رسید. تشکر مجدد.
0nwze6,10,HAPPY,11449815,مثل همیشه عالی ‍
0nwze6,10,HAPPY,1802686,بسیار خوشمزه و با کیفیت، متشکرم
0nwze6,10,HAPPY,13844779,با توجه با شبانه بودن رستوران كيفيت عالي بود
0nwze6,10,HAPPY,6387174,عالی بود بی نظیر
0nwze6,10,HAPPY,3413145,بسیار عالی بود لذت بردم ممنون از کیفیت عالیتون
0nwze6,10,HAPPY,9674528,عالی فوق العاده
0nwze6,10,HAPPY,4731179,پیتزا شیلا مثل گذشته همچنان از متریال مناسب برای تهیه غذا استفاده میکنه، امیدوارم ادامه دار باشه
0nwze6,10,HAPPY,1525227,شیلا ک دیگه نظر نمیخواد معلومه عالیه
0nwze6,10,HAPPY,4256801,خوشمزه و لذیذ
0nwze6,10,HAPPY,5038611,کیفیت عالی غذا
0nwze6,10,HAPPY,12472212,بسيار عالي و با كيفيت  غذا خيلي به موقع و گرم به دستم رسيد
0nwze6,10,HAPPY,8833494,خیلی عالی بود.
0nwze6,10,HAPPY,6800008,خوشمزه و تازه
0nwze6,10,HAPPY,11318722,کیفیت عالی ولی غذا سرد بود
0nwze6,10,HAPPY,163515,ممنون ، عالی بود دقیقا سر تایمی که اعلام شده بود رسید بدستمون و داغ بود غذا
0nwze6,10,HAPPY,4206214,بسیار خوب و سریع
0nwze6,10,HAPPY,5805202,غذا عالييي بود هم خوش مزه وهم گرم بدستم رسيد كيفيت همه چيز عالييييي
0nwze6,10,HAPPY,11978708,پیتزا یکم سرد شده بود ولی هنوز خوش مزه و خوب بود
0nwze6,10,HAPPY,6232991,عالی بود .. خیلی خوووب ۴نفری خوردیمش نصف شبی خیلی حال داد
0nwze6,10,HAPPY,4206214,بسیار خوب و عالی و در زمان مناسب و با کیفیت خوب ... امیدوارم همیشه با کیفیت باشید
0nwze6,10,HAPPY,1578611,کیفت خوب بود
0nwze6,10,HAPPY,2820282,واقعا عالی بود
0nwze6,10,HAPPY,804016,گرم و سریع و خوشمزه
0nwze6,10,HAPPY,6713050,این شعبه حرف نداره به به
0nwze6,10,HAPPY,11146081,عالی بود
0nwze6,10,HAPPY,6606235,متاسفانه وحشتناک دیر رسید ولی کیفیت عالی
0nwze6,10,HAPPY,1977487,عالی بو‌د هم از لحاظ کیفیت و هم زمان تحویل غذا
0nwze6,10,HAPPY,9251889,عالي
0nwze6,10,HAPPY,5634557,ساعت ۱ شب سفارش دادیم خیلی عاااالی بود انتظار نداشتم،حتما بازم از اینجا سفارش میدم
0nwze6,10,HAPPY,8478563,بی نهایت عالی بود،
0nwze6,10,HAPPY,9806111,خیلی خوشمزه بود
