restaurant_code,rating,feeling,commentText,customerId
3271je,2,SAD,سیب زمینی خیلی بد بود خیلییییی,3948270
3271je,8,HAPPY,سس سفت و گرم بود و به نظر مونده بود,4057280
3271je,4,SAD,بشقاب سبزیجات نصف شده بود و مزه‌ش هم خیلی بد بود، بخصوص پوره‌ی سیب‌زمینی که بوی بدی هم میاد. سوسیس کاری هم اصلا خوب نبود. داخلش و حتی روش کاملا خام بود. من خیلی ازینجا سفارش دادم و این بار واقعاً ناامید شدم.,278190
3271je,10,HAPPY,تازه و خوب,5210625
3271je,2,SAD,"سیب زمینی ها بسیار مانده و خشک نثل چوب
غیرقابل مصرف",948761
3271je,8,HAPPY,كالري سالاد بدون ذكر كالري سس نوشته شده .,237631
3271je,10,HAPPY,خیلی معمولی,835029
3271je,10,HAPPY,با اينكه دير رسيد اما خيلي همه چي تازه بود مخصوصا مرغ سالاد خيلي تازه بود و بوي خوبي ميداد ممنونم,2541628
3271je,8,HAPPY,خوشمزه بود ولی متاسفانه سرد رسید، یکم مرغ بوی زهم داشت,1277355
3271je,10,HAPPY,عالی بود,5532913
3271je,8,HAPPY,سبزيجات خوب نبود و قارچ نداشت,3379504
3271je,4,SAD,به نظر مشتری توجه نمیکنید،نوشته بودم که کله و دم ماهی رو نگذارید ، چون دختر ما می‌ترسه ، دقیقا برعکس کلمه ماهی رو بریده بودین و گذاشتین روی سینه اش فرستادین !!!,7917701
3271je,10,HAPPY,واقعا کارتون درسته، امیدوارم همینطوری هم بمونین,1803458
3271je,10,HAPPY,خیلی خوب بود. بسته بندی عالی بود. و همه چی خوشمزه بود.مرسی,2569750
3271je,6,HAPPY,من دو تا بطری آب سفارش دادم ولی یک عدد فرستاده شد,1588413
3271je,10,HAPPY,عالی ولی یکم گرون,1587837
3271je,10,HAPPY,عالی و تازه کالری نوشته شده با سس همراهش  حساب شده ؟,6216074
3271je,10,HAPPY,در کل خوب بود فقط یه مقدار پنیر ‌کم بود,14094901
3271je,8,HAPPY,کیفیت غذا خیلی خوبه ولی حیف که شوره . من چندین بار سفارش دادم ولی متاسفانه همیشه شور بوده . لطفا در نظر بگیرید . واقعا اینهمه نمک لازم نیست,6071669
3271je,4,SAD,سس سبز اضافه كه پرداخت كردم تحويل داده نشد,1601362
3271je,8,HAPPY,بشقاب سبزیجات،قارچ نداشت,961640
3271je,8,HAPPY,دو سه بار تاخير زدم. هر دو سفارش بسيار معمولي بود، يه عالمه كاهو و يه عالمه اسفناج و بقيه موارد خيلي كم. دتاكس هم خيلي معمولي بود. انتظار بيشتري داشتم.,1163043
3271je,10,HAPPY,عالی واقعا,8761965
3271je,10,HAPPY,سالادها خیلی خوشمزه و با کیفیت و تازه بودند,3793293
3271je,8,HAPPY,مقدار استیک مرغ بسیار کم بود,5103158
3271je,8,HAPPY,خود سالاد سزار خوشمزه بود مخصوصا با سس سزار،مرغ آبدار و نرم و خوشمزه بود ولی آب طمع دار ک توش میوه بود اصلا خوشم نیومد و اونو به کسی پیشنهاد نمیدم,2434754
3271je,10,HAPPY,عالی عالی,12743242
3271je,6,HAPPY,سفارش خیلی دیر به دستم رسید . مرغ هم بوی بدی میداد ! واقعا حیف که کیفیت رو میارید پایین.,776138
3271je,8,HAPPY,سالاد چيني ! خيلي چيني نبود!!,1562127
3271je,2,SAD,سبزیجات بسیااااار شور بود و اصلا قابل مصرف نبود همچنین تمامی سبزیجات نپخته و خام بود,11437413
3271je,8,HAPPY,سالاد ها مثل همیشه خوب بود ولی سوپ‌ بیش از اندازه ترش بود.,7235664
3271je,6,HAPPY,سالاد ها بسیار کم کیفیت بود سالاد پاستا طعم تلخی داشت,469097
3271je,10,HAPPY,بسیار عالی.. فقط مقدار سبزیجات پخته به نسبت کمه  و اسفناج شوره..بقیش عالی,3408579
3271je,6,HAPPY,کیفیت خیلی پایین. کیک کاملا مونده بود. استفاده از شیرینی برنجی جهت دکور کیک!!!!,2471192
3271je,6,HAPPY,کاهو‌ فرانسوی سالاد شریمپ پلاسیده بو‌د،آووکادو بدمزه بود،کنجد،سورل،کرفس درآم نبود،میوه فقط سیب و پرتقال روش بود و آووکادو هم کال و بی‌مزه بود،خوب‌نبود به نسبت به قیمت ۱۲۰ ت،سالاد سزار بد نبود.,1597891
3271je,8,HAPPY,"سالاد فتوش یه تیکه کوچیک نون فتوش روش بود فقط. پیازچه ش خیلی کم بود.
 سالاد اسفناج میزان پنیر و گردو و کرنبری تناسب نداشت.
 سالاد فتوش، یه تیکه کوچیک نون فتوش داشت. سالاد فتوش اصلا محتواش کاهو نیست و ننوشته کاهو ولی باز کاهو توش زدن. میزان پیازچه ش کم بود. سالاد اسفناج، اندازه ی برخی اسفناجهاش خیلی درشت بود. میزان کرنبری و پنیر و گردو خیلی کم بود متاسفانه",4967013
3271je,8,HAPPY,خیلی خوب و تازه با بسته بندی مناسب.,821823
3271je,8,HAPPY,سالاد ها خوب بود اما سیب زمینی خمیر و یک قسمت هایی هم کاملا خام بود,1035813
3271je,6,HAPPY,سالاد کینوا توش آواکادو نداشت,3960331
3271je,8,HAPPY,از نمک کمتری استفاده کنید,3039250
3271je,4,SAD,واقعا کیفیت بدی داشت و خیلی مونده بود خیلی اصلا راضی نبودم,143970
3271je,6,HAPPY,لوبیا قرمز های داخل سالاد تایلندی کاملا خام و سفت بود,5017327
3271je,8,HAPPY,برعکس همیشه بود متاسفانه، و کیفیت پایین اومده بود,13613575
3271je,10,HAPPY,عالی بود واقعا، عالی,13613575
3271je,2,SAD,میگو سوخاری خیلی بد و مانده بود,4220834
3271je,8,HAPPY,با توجه به استیک مرغ که همیشه سفارش میدم و عالیه این سفارشم خیلی معمولی بود انتظار بیشتری داشتم,2652130
3271je,6,HAPPY,بدون طعم,3922530
3271je,8,HAPPY,سس سالاد اونی نبود که سفارش داده بودم، توی سفارش سس سفید بود ولی سس من سبز بود,4141206
3271je,10,HAPPY,لطفا مقدار سس بیشتر کنید,3558990
3271je,8,HAPPY,حجم مواد روی سالاد کم‌بود اما در مجموع خوب بود. سس یونانی در قیاس با سس های دیگه یکم ضعیف بود.,2471192
3271je,8,HAPPY,آووکادو نرسیده و سفت بود!,2356611
3271je,8,HAPPY,سوپ زیادی رقیق بود ,2428967
3271je,8,HAPPY,مرغش کم بود کلا حجم سالاد نسبت قیمت کم بود,3995955
3271je,8,HAPPY,کیفیت به شدت افت کرده,4256585
3271je,2,SAD,سلام برعکس همیشه سالاد بسیار مانده بود مرغ بوی میداد نان های سالاد ازماندگی کاملا نرم وبیات شده بود درکل ایندفعه خیلی بد بود,10452337
3271je,4,SAD,سیب زمینی خیلی بد بود,5761292
3271je,8,HAPPY,من‌سس اضافی سفارش،داده بودم ولی ارسال نشد,3267339
3271je,8,HAPPY,من از مشتریهای دائم فرش باکسم . قبلا حجم غذا بیشتر بود ، اینبار مقدار مرغش خیلی کم شده بود  . بنظر من باید همیشه با این غذا نان هم فرستاده شود. در کل مزه غذاها را دوست دارم,2398053
3271je,8,HAPPY,کیفیت مواد خوب و خیلی تازه حجم مناسب سس به شدت بیمزه مرغ خام,2174756
3271je,8,HAPPY,دستتون درد نکنه،ولی اصلا مورد پسند من نبود،خیلی شور و معمولی بود،و ۱ساعت و ربع طول کشید تا برسه,10396738
3271je,6,HAPPY,سیب زمینی بوی روغن مونده میداد و امثرا سوخته بود,5750195
3271je,8,HAPPY,مقدار سس نسبت به حجم سالاد کم بود,11052188
3271je,10,HAPPY,زیاد ازتون سالاد سزار میگیرم منتهی یه روزایی طعمش عالی میشه مثه امروز. به به,2679070
3271je,6,HAPPY,خیلی خوشمزه نبود,1360553
3271je,8,HAPPY,شور بود، لطفا از نمک کمتری استفاده کنید,3039250
3271je,8,HAPPY,غذا شور بود,2028028
3271je,8,HAPPY,سس بادام زمينى رقيق شده و مزه اش تغيير كرده ,739480
3271je,8,HAPPY,حجم گوشت کم هست در مقایسه با این قیمت ,2428967
3271je,8,HAPPY,نون هاش مونده میزد یکم ,3253458
3271je,2,SAD,سوسیس ها بسیار شور بود و با رنگ صورتی غیر طبیعی، سیب زمینی های دورچین خیلی چرب بود، خوب نبود در کل,232744
3271je,4,SAD,الكی گرون ، سس بد مزه,11379900
3271je,2,SAD,کاهوی پلاسیده,7746139
3271je,2,SAD,کیفیت طبخ مثل قبل نبود و‌میزان مرغ کمتر از قبل بود,346680
3271je,6,HAPPY,يه مقدار از كاهوها خراب بود,3577070
3271je,2,SAD,مقدار سس نسبت به حجم سالاد فوق العاده کم بود,1679853
3271je,10,HAPPY,عالی بود متشکرم,389587
3271je,2,SAD,غذا بسیار شور بود. انتظار غذای رژیمی سالم داشتم با توجه به اسم و سبک رستوران,1598965
3271je,10,HAPPY,کیفیت غذا بالا بود اما فوق العااااااده شور بود,3852276
3271je,4,SAD,سوپ خیلی خوب بود. ولی ماهی اصلا طعمش و بوش مناسب نبود.,3741547
3271je,4,SAD,با تشکر از زحماتتون، برعکس همیشه کیفیت سس سالاد خیلی بد بود,9661282
3271je,8,HAPPY,فقــــط اینقدر میتونم بگم که سفارشم تکرار نمیشه.تا دو روز حالم بد بود,10783718
3271je,2,SAD,"خیلی تند بود
روی سیب زمینی خیلی فلفل رسخت بودن",6701241
3271je,10,HAPPY,کیفیت غذا عالی بود، بسته بندی خوبی داشت و گرم هم به دستمون رسید. سیب زمینی ها اگر یکم ترد بودن خیلی جذاب تر میشدن اما طعمشون عالی بود. دمتون گرم,730966
3271je,10,HAPPY,خیلی تاخیر داشت,4283735
3271je,10,HAPPY,چقدر عالی واقعا هم سالاد عالی هم بسته بندی ممنون از شما,8761965
3271je,8,HAPPY,حجم سالاد خيلي كم بود .,237631
3271je,2,SAD,"کیفیت غذا هر دفعه داره بدتر میشه‌جالبه قیمتش هر روز بیشتر میشه و کیفیتش هر روز بدتر
واقعا روز اولی که این غذارو سفارش دادیم عالی بود
ولی نمیدونم چرا انقد بد شده سبزیجات بوی بد و ماندگی
ی قسمتایی از مرغ نپخته، پوره مونده از قبل، سس مونده، کاملا با مواد کهنه و بی کیفیت درست میشه",1968091
3271je,10,HAPPY,سالاد فوق العاده و سس خيلى خوشمزه بود,739480
3271je,10,HAPPY,خیلی خوشمزه بود,7440876
3271je,10,HAPPY,سبزیجات کمی شور هستن,5189851
3271je,8,HAPPY,سیب زمینی سرد بود,325710
3271je,10,HAPPY,هميشه خوشمزه اس فقط تنها ايرادي كه داره خيلي با تاخير ارسال ميكنند,4547743
3271je,6,HAPPY,به شخصه همیشه طرفدار شما بودم و همیشه جز عالی چیزی ننوشتم به خاطر کیفیت بالا و قیمت خوب.اما هر روز ۵ تومن ۵ تومن قیمت بالا میره و دیگه به صرفه نیست.کاش این جور نمیشد,3402175
3271je,4,SAD,سس پاستا خیلییییی شوووور بووود,8193995
3271je,6,HAPPY,غیر از کدو و هویج بقیه سبزیجات پخته و سرد بود خیلی به نسبت قبل کیفیت پایین اومده ,419951
3271je,4,SAD,به توضیحات توجه نکرده بود گفته بودم بی ادویه و مرغ خیلی خیلی خشک بود و سوخته,1267519
3271je,4,SAD,سبزیجات خوب مزه دار نشده بودن و قارچ یکی دوتا بیشتر نداشت بیشتر کدو سبز و هویج بود پوره فکر میکردم بیشتر باشه ولی نصف یه سیب زمینی متوسط بود :/,8000041
3271je,4,SAD,کیفیت سالاد سزار مثل دفعات پیش نبود، مرغ و پنیر پارمزان و نان سالاد به اندازه کافی نداشت و بیشتر ظرف کاهو بود. سالاد کینوا تایلندی خوب بود . ,6318626
3271je,8,HAPPY,منصفانه نبود یک عدد فیله روی سالاد,2027929
3271je,10,HAPPY,طبق معمول سالاد چاینیز خوشمزه بود و طبق معمول با تاخیر ارسال شد.(ارسال با پیک رستوران),961640
3271je,8,HAPPY,ارسالش از طرف پیک رستورانه و خیلی وقتا تحویلش با تاخیره.خب چه اصراریه پیک رستوران باشه وقتی با تاخیره؟؟!!!,961640
3271je,8,HAPPY,تاخیر در تحویل سفارش,961640
3271je,4,SAD,سالاد یونانی اصلا سس نداشت، بجای زیتون سیاه زیتون سبز ریخته بودن و پنیر و نعنای خیلی خیلب کمی داشت.,734908
3271je,8,HAPPY,سوسیس سوخته وسفت استیک نرم نشده بود پوره هم خیلی معمولی بود,9685053
3271je,10,HAPPY,عالييييييييي بوووددد عالييييييييي نميتونم بگم چقدر خوشمزه بود,3238856
3271je,10,HAPPY,عالي,3379504
3271je,10,HAPPY,همه چی عالی فقط یکم طول کشید,7043778
3271je,10,HAPPY,خیلی با کیفیت بود غذاها ولی سرد به دستم رسید متاسفانه ولی گرم کردم و کیف کردیم با کیفیت تولید و محصول خوشمزه,283687
3271je,10,HAPPY,بسته بندی مرتب، طعم سس ها عالی بود. سالاد هم تازه و خوب بود. ,2471192
3271je,10,HAPPY,غذا دير رسيد,3102472
3271je,6,HAPPY,کیفیت ماهی به نسبت همیشه که من دوست داشتم و همیشه طرفدارش بودم، افتضاح بود، کاملا بوی ضخم‌ ماهی میداد,953122
3271je,2,SAD,واقعا حفظ کیفیت کار سختیه؟؟ چرا وقتی کیفیت غذاتون رو میارید پایین قیمتشون افزایش داره ؟,3634504
3271je,8,HAPPY,دو ساعت و خورده ای یه سالاد!!!!!,992382
3271je,6,HAPPY,نسبت به قیمت اصلا مخلفات نداشت همش کاهو بود... صرفا واسه تزئین یه چیزایی روی کاهو بود.,3356532
3271je,10,HAPPY,حجم مناسب و طعم لذت بخش... مثل سایر سفارش هام از فرش باکس ، عالی بود,5945538
3271je,10,HAPPY,خوب بود,224517
3271je,10,HAPPY,فرش وتازه,2909725
3271je,10,HAPPY,غذا بسار خوشمزه و تازه بود، دفعه قبل که سفارش داده بودم غذا گرم تر له دستم رسید اما این‌بار گرم نبود.,887046
3271je,8,HAPPY,کیفتتش خوبه ولی میگوش خیلی کمه,8886906
3271je,6,HAPPY,سیب زمینی با پنیر چدار فرش باکس واقعا عالی بود. ولی متاسفانه هم کیفیتش کم شده هم حجمش.,2845780
3271je,10,HAPPY,عالی بود,4258828
3271je,8,HAPPY,"استیک مرغ سفارش دادم
همه چیز خوب بود، ولی سبزیجات خیلی شور بود",4776491
3271je,2,SAD,مرغ سالاد نپخته بود تا حدی که داخلش رگه های قرمز هم داشت، کاهو هم پلاسیده بود، نون هم کیفیت و مزه مطلوب نداشت،  واقعا بد بود همه چیز,13642507
3271je,10,HAPPY,"خیلی خوب بود
فقط کاش سیب زمینی ها یه خورده ریزتر باشن و از پنیر پیتزا واسه سیب زمینی سرخ کرده مخصوص استفاده بشه",6591820
3271je,8,HAPPY,سس کم بود,4302129
3271je,10,HAPPY,خیلی خیلی دیر رسید که گویا به خاطر پیدا نشدن پیک بود. اما سالاد عالی بود کاهو ها کاملا تازه مرغ خوش طعم و حجم مناسبی هم داشت. سس کنار سالاد هم خوشمزه بود. به لیست رستوران های مورد علاقم اضافه شد.,257623
3271je,4,SAD,کاهو کاملا پلاسیده و مونده بود گوجه گیلاسی نداشت و نون تستش هم خیلی کم بود مرغ هم کاملا سرد ,9651757
3271je,8,HAPPY,"با توجه  به حجم سالاد 
سسی که ارسال کردن بسیار کوچک است و اصلا تناسب ندارد وباید اصلاح کنند",2443988
3271je,8,HAPPY,"استیک مرغ خام بود ،،گوشت وسط استیک صورتی و نپخته بود. علی رغم اینکه پشت و روی استیک خوب سرخ شده بود .
سبزیجات خوش طعم و طبخ مناسبی داشت. سس بالزاک و بادام زمینی و سبز هم خوشمزه بودند.",3904747
3271je,10,HAPPY,تازه و تمیز,6834258
3271je,10,HAPPY,"عالی
از بهترین استیک های مرغی که میشه سفارش داد",182541
3271je,8,HAPPY,در سفارش مرغ گریل ، اسفناج پر سیر بود با توجه به اینکه به سرکارم ارسال شد سیر در اون حجم بدون اطلاع اصلا جالب نبود. سبزی های آب پز هم کمی شور بود ولی جمعا خیلی خوشمزه بود,3825996
3271je,10,HAPPY,با توجه به تاخيري كه داشت ولي من بازم از اين مجموعه سفارش ميدم پولي كه ميگيرن برا غذا حلالشون خيلي سبزيجات پخته تازه و استيك مرغ  و پوره سيب زميني عالي ممنون,3824650
3271je,10,HAPPY,"خیلی ممنون
خیلی خوشمزه بود
سالاد وجی کینوا، سزار، و بشقاب سبزیجات فوق العاده هستند!

بسته بندی: عالی
ارسال: عالی و به موقع

با سپاس فراوان",1113645
3271je,2,SAD,هيچ طعم خاصي نداشت. سس هم مزه چندان جالبي نداشت. قبلا كيفيت بهتري داشت. ,1018719
3271je,10,HAPPY,مثل همیشه عالی بود . ,142630
3271je,8,HAPPY,"اولین و اخرین سفارش سالاد سبزی بود که دادم،سس هاشون خیلی کمه و مجبوریم یه سس اضافه هم سفارش بدیم
با اینکه نوشته بودم مث سفارش قبلی فقط کاهو نباشه اما ۹۵ درصد موادش کاهو بود اونم خیلی درشت که من ۱۰ دقیقه فقط کاهوهاشو خرد کردم ، مخلفات دیگش کم بود فقط سسش مثل همیشه خوشمزه بود",9323434
3271je,10,HAPPY,هزینه ارسالش الکی زیاده ,4262431
3271je,10,HAPPY,کیفیت غذاها بسیار عالی بود. فقط اینکه قبل از سفارش حتما دقت کنید غذا مناسب چند نفر است. سفارش ما برای سه وعده هر نفر اندازه بود.,11636314
3271je,10,HAPPY,حجم غذا کافی و خوشمزه است فقط لطفا سس اضافه هم بذارید روی بسته,165829
3271je,10,HAPPY,همه چی خوب بود,1658505
3271je,10,HAPPY,عالیه واقعا، تو این مدتی که از اینجا سفارش میدم، ذره ای کیفیت و طعم و مزه غذا تغییری نکرده، و واقعا خوش طعم و عالی بوده، و اینکه زود و کاملا گرم تحویل میدهند، عالیه واقعا,13613575
3271je,10,HAPPY,فوق العاده‌ست تمام ترکیبات توی این بشقات خواهشا تند تند تخفیف بذارید روش حجمش هم خیلی زیاده خیلییی,3426979
3271je,8,HAPPY,نان اصلا خوب نبود، خمیر بود,11166203
3271je,10,HAPPY,طول کشید تا اماده بشه، بقیش عالی,1100113
3271je,2,SAD,گوشت به قدر سفت بود که قابل جویدن نبود ،، حتی با چاقو برش نمی‌خورد، ،مثل لاستیک,3904747
3271je,10,HAPPY,"عالی تازه 
سبزیجات عااالی بود ",7609991
3271je,10,HAPPY,خيلي خوب بود ماست عالي بود,6830930
3271je,10,HAPPY,مثل همیشه عالی با اون سس‌های بی‌نظیر,7321859
3271je,10,HAPPY,خیلی عالی بود ولی حجم سس به نسبت سالاد کمه,4687273
3271je,10,HAPPY,عاالی بود,865479
3271je,10,HAPPY,بسیار تازه و باکیفیت و خوشمزه بود :) ,154092
3271je,10,HAPPY,مثل همیشه عالی بود,142630
3271je,10,HAPPY,عالی بود,865479
3271je,10,HAPPY,عالی بود,8859783
3271je,10,HAPPY,"عالی عالی.‌ این بار دوم بود از اینجا غذا میگیرم، هم پشتیبانیشون خیلی محترم و خوبه و هم کیفیتشون عالیه.
فقط کاش به جای دوتا تیکه خیلیی کوچولو آواکادو یکم بیشتر بریزین",1219543
3271je,10,HAPPY,چیکن استرگانف خوشمزه و خوب بود ، سبزیجات معمولی بود ، مزه خاصی نداشت,2398053
3271je,10,HAPPY,مجموعه سبزیجات بسیار عالی بود,384400
3271je,10,HAPPY,حجم سبزیجات بسیار مناسب و تازگی سبزیجات بسیار عالی,6617974
3271je,8,HAPPY,کاش سس هارو یکم بیشتر کنین خیلی کمه,9789341
3271je,10,HAPPY,تازه و خوشمزه,4308294
3271je,10,HAPPY,Kheyli khob bod,5326267
3271je,10,HAPPY,عالی همه چیز بی نظیر و عالی,13613575
3271je,10,HAPPY,واقعا عالی بود,13613575
3271je,10,HAPPY,عالی بود واقعا,835158
3271je,10,HAPPY,سس بادوم زميني خيلي خوبه,207129
3271je,10,HAPPY,عالی,1398165
3271je,10,HAPPY,عالی همه جوره,1425989
3271je,10,HAPPY,سالاد عالي بود,4941742
3271je,8,HAPPY,سوپ عالی ، بشقاب سبزیجات کیفیت قبل را نداشت و سالاد پاستا معمولی بود,2977999
