restaurant_code,rating,feeling,customerId,commentText
0wl55p,10,HAPPY,7487005,سلام من امتیاز ۵ رو میدم چون همیشه شیلا رو دوست دارم، ولی قرار نبود دیگه با نون مونده و بیات غذا بفرستید ! با قاشق ساندویچ و خوردیم چون نمی شد تو دست گرفت، البته موقع بسته بندی کاملا مشهود بود که این نون بیات هست ‌‌‌‌پودر خواهد شد. به هر صورت خدا قوت
0wl55p,8,HAPPY,3420908,ببین شیلا من مشتری قدیمی ام واقعا این سری کیفیتت خوب نبود اول اینکه سرد بود پیتزا دوم اینکه کلا تو جعبه پیتزا بهم ریخته شده بود و همه ی لوزهای پیتزا به یک سمت و بدشکل روی هم بود و سوم اینکه سیب زمینی های روی پیتزا تازه نبود و حتی بعضی هاشون خمیر شده بودن و طعم پیتزا طعم قبلی نبود فلفل دلمه ای ها خیلی بزرگ و نامنظم توی پیتزا بود. در کل نپسندیدم با این هزینه مالیاتی هم که جدا از ارسال پرداخت میشه این انتظار رو نداشتم.
0wl55p,8,HAPPY,11450001,سیب زمینی و نان همبرگر نرم و خمیر شده بود
0wl55p,8,HAPPY,12706314,سیب زمینی که همراه با استرامبولی ارسال شد مونده بود و طعم خوبی نداشت.
0wl55p,2,SAD,155451,یه پیتزای سرد که بیشترش نون بود و موادش واقعا کم و بی مزه بود، جلوی مهمونا نون و پنیر میذاشتم از این خوشمزه تر بود
0wl55p,10,HAPPY,11251417,کیفیت عالی . خیلی ممنونم
0wl55p,10,HAPPY,3246813,پیتزا کویین و سوخاری عالی،تحویل هم سریع
0wl55p,8,HAPPY,7322831,"سوخاري كيفيت عالي / پيتزا خام بودند ممنون ميشم با دقت بيشتري پخت شود
"
0wl55p,2,SAD,439046,"کیفیت غذا افتضاح
بد مزه و بسیااار روغنی
مفت نمی ارزید"
0wl55p,6,HAPPY,12234534,سرد سرد بود نوننشم خشک بود
0wl55p,10,HAPPY,7294601,پیک بسیار عالی بود
0wl55p,8,HAPPY,3972393,از شيلا توقع بيشتري داشتم چون مشتري ثابتم و كيفيت و طعم خوب غذاهاشو دوست دارم
0wl55p,10,HAPPY,2871763,مثل همیشه عالی
0wl55p,6,HAPPY,4877284,واقعا از شیلا‌ این‌کیفیت بعید بود! استریپس خام بود کاملا
0wl55p,8,HAPPY,4077738,مرغ خیلی جالب نبود رنگ مرغش قرمز بود نمیدونم بخاطر چی، پیک آقای مختاری به موقع و گرم رسوندن
0wl55p,10,HAPPY,882114,مثل همیشه عالی
0wl55p,8,HAPPY,3775151,معمولی بود
0wl55p,6,HAPPY,11173693,"نسبت به قیمت از کیفیت مناسبی برخوردار نبود.....
اما رفتار پیک محترمانه بود و غذا به موقع تحویل داده شد....."
0wl55p,2,SAD,12719312,خمیر وافتضاح بود
0wl55p,2,SAD,129037,بیشتر پیتزا قارچ با خمیر خیس بود البته  چهار تا تکه مرغ هم داشت .
0wl55p,6,HAPPY,1445385,مقدار اسفناج هیلی خیلی زیاد بود، جوری که انگار داری نون و اسفناج سرخ شده میخوری
0wl55p,8,HAPPY,1466915,پیتزا معمولی بود، نسبت به این قیمت با احتساب مالیات نمیرزید
0wl55p,6,HAPPY,7071790,بندری خیلی بی کیفیت بود و پیده هم خیلی چرب
0wl55p,10,HAPPY,6450799,"کیفیت غذا مثل همیشه خوب بود.
زحمت تحویل سفارش‌های اخیر بنده رو جناب آقای مختاری کشیدند که واقعا خوش برخورد و شریف هستند."
0wl55p,8,HAPPY,3313255,"از شیلا انتظار بیشتری می‌ره باتوجه به قیمت و مالیاتی که میگیرد
پیتزا ها شل بود فیله ها کوچک"
0wl55p,8,HAPPY,11433726,نسبت به کیفیت خیلی گرونه،اما درکل خوشمزه بود
0wl55p,2,SAD,8549038,پیتزایی که سفارش دادم اصلا شبیه پیتزاهای قدیمی نبود 
0wl55p,8,HAPPY,141717,متاسفانه درست بسته بندی نشده بود و در جعبه پیتزا به غذا چسبیده بود
0wl55p,8,HAPPY,3946933,پیتزا واقعا ضعیف بود
0wl55p,10,HAPPY,4996557,"همیشه عالی 
فقط متاسفانه قیمتها خیلی بالاس"
0wl55p,4,SAD,12950803,متاسفانه گوشت همبرگر به خوبی پخته نشده بود، در ضمن سیب زمینی ها بهتره ترد بشن ، به جای اینکه نرم مثل سیب زمینی آبپز باشن
0wl55p,10,HAPPY,4807813,فوق العاده عالی بود نمره 20فقط مالیات نباید بگیرن که متاسفانه میگیرن
0wl55p,2,SAD,7011189,"بسيار ساندويچ چيكن سس داخلش تند بود بسيار 
و اينكه تو توضيحات نوشته شده بود سس مخصوص اصلا حرفي از تند بودن نزدن "
