restaurant_code,rating,feeling,customerId,commentText
p5q86v,8,HAPPY,11596738,پیتزا  سرد به دستمون رسید
p5q86v,6,HAPPY,8799558,مزه خوبی نداشت
p5q86v,4,SAD,1069116,از ٦تكه مرغ سوخاري ٥تكه سينه بود
p5q86v,6,HAPPY,4796164,نان ساندويچ بيات بود 
p5q86v,6,HAPPY,641380,کیفیت پیتزا با اوجه به‌ اینکه‌من‌مشتری ثابت پیتزا پپرونی شما هستم خیلی افت کرده 
p5q86v,2,SAD,190369,گوشت مونده و بسیار بدطمع بود
p5q86v,2,SAD,3838974,سالاد سزار بی کیفیت
p5q86v,8,HAPPY,2349924,کیفیت غذا خوب بود ولی دو ساعت تاخیر داشت برای تحویل 
p5q86v,8,HAPPY,1647254,سیر و استیک زیاد جالب نبود. بقیه خوب بودن
p5q86v,2,SAD,1079099,تاخيير بى نهايت زياد
p5q86v,10,HAPPY,9532840,پیتزا استیک با فلفل فوق العاده خوشمزه است. ممنون
p5q86v,10,HAPPY,2130343,سریع آوردند غذا هم داغ و بسیار عالی خسته نباشید ممنون
p5q86v,10,HAPPY,3444646,مثل همیشه عالی و خوشمزه
p5q86v,2,SAD,7181689,هر دو نوشیدنی آسیب دیده بود و بدنه دلستر سوراخ شده بود و نوشیدنی درون کیسه بسته بندی ریخته بود
p5q86v,10,HAPPY,10774541,گرم و خوشمزه
p5q86v,2,SAD,9481133,به توضیحات نوشته شده دقت نشده بود و همچنین غذا بسیار خشک ارسال شده
p5q86v,10,HAPPY,4473293,همیشه از کیفیت پرپروک شبانه ناراضی بودم ولی اینبار خوب بود
p5q86v,10,HAPPY,12658682,از ۱۵ سال پیش که مشتریشونم غذاشون عالیه تا امروز! دمتون گرم
p5q86v,10,HAPPY,11287684,aliii
p5q86v,4,SAD,715636,زمان انتظار بسیار طولانی
p5q86v,10,HAPPY,7678285,خوب‌بو‌د
p5q86v,2,SAD,1367345,غذا سرد بود 
p5q86v,10,HAPPY,5091055,خیلی خوب بود . ممنونم از حس خوبی که به ما منتقل کردید.
p5q86v,10,HAPPY,12307086,عالی واقعا دست مریزاد همیشه کیفیتتون بهترینه دمتون گرم پیشنهاد اکید میکنم دوستان
p5q86v,10,HAPPY,1362703,خسته نباشيد واقعا
p5q86v,10,HAPPY,12307086,بی نهایت خوشمزه و لذیذ
p5q86v,10,HAPPY,12214858,خیلی خوب و خوشمزه بود
p5q86v,10,HAPPY,7294381,انتخاب همیشگی ماست برای یک فست فود با کیفیت
p5q86v,10,HAPPY,5169680,سلام ممنون هم زود رسید هم با کیفیت بود
p5q86v,6,HAPPY,3145436,"واقعا کیفیت سابق رو ندارید
اما روند افزایش قیمت رو دارید"
