restaurant_code,rating,feeling,customerId,commentText
0lvonp,8,HAPPY,4752287,سيب زمينى خوب نبود، برگر ها معمولى
0lvonp,6,HAPPY,12581048,دفعه قبل طعم بهتری داشت... این بار مزه ارد سرخ‌شده میداد... بدون هیچ ادویه ای
0lvonp,10,HAPPY,7113621,گرم ارسال شد لذیذ بود
0lvonp,10,HAPPY,7113621,واقعا عالی بود
0lvonp,6,HAPPY,3349918,نان جوسی برگر کلا خیس بود
0lvonp,2,SAD,5023903,غذا افتضاح و بي كيفيت
0lvonp,10,HAPPY,3580494,کیفیت عالی، خوشمزه، سپاسگزارم
0lvonp,6,HAPPY,10940192,سیب زمینی ها خیلی بی کیفیت هستن سالاد کلم هم نمیزارید در صورتی که اکثر رستوران ها در کنار کنتاکی سالاد کلم میزارن
0lvonp,10,HAPPY,7007961,سیب زمینی کمی شور بود ولی در مجموع خوب بود
0lvonp,10,HAPPY,13392221,عالی بود و خوشمزه
0lvonp,6,HAPPY,630268,وقتی رسید سرد بود و در جعبه پیتزا چسبی زده نشده بود و باز بود کیفیت بد نبود
0lvonp,6,HAPPY,11290744,برگر و سيب زمينى سرد و نوشابه گرم! چرا واقعًا ؟!
0lvonp,8,HAPPY,313342,چیکن برگر خیلی مهمولی و نسبتا بد بود، یک تکه مرغ گنده بود بدون مزه خاصی
0lvonp,2,SAD,8468803,کیفیت افتضاح، برگر سرد سرد دستم رسید با توجه به اینکه بعد ۳۰ دقیقه به دستم رسید باید غذا داغ میبود ، به نظر میاد اماده گذاشته بودن تا کسی سفارش داد ارسال کنن سرد و مثل چوب خشک متاسفانه 
0lvonp,8,HAPPY,11937730,خیلی ساندویچ سس داشت
0lvonp,8,HAPPY,1401765,گوشتش به نظر تازه نبود بو میداد
0lvonp,2,SAD,1473741,کینگ برگر که چی بگم مرغ مونده سوخاری خشک شده به زور میشد گاز زد انداختم دور اون برگرلند با کیفیت تموم شد ... اخرین بارم بود که سفارش دادم 
0lvonp,8,HAPPY,4305551,"وقتی یادداشت می نویسم که به برگر سس نزنید. خب چرا سس می زنید ؟ 
این یادداشت هیچ اهمیتی نداره واقعا؟؟؟"
0lvonp,2,SAD,4784722,خودتونو بذارین جای مردم آخه این چی بود که اسمشو‌ میذارین همبرگر ، ۲ تا گرفتیم ولی یه نفرمون به زور سیر شد حداقل مثل عکساشون ارسال  کنین.    دلم برای پولم میسوزه
0lvonp,2,SAD,1303507,کیفیت غذا واقعا افتضاح بود ریختم دور
0lvonp,10,HAPPY,1589983,عااالی
0lvonp,6,HAPPY,3369349,متاسفانه کیفیت سیب زمینی اصلا خوب نبود و مزه ای که نسبت به قیمت انتظار داشتم رو نداشت
